Reaction_ID,RAS
4HGLSDm,42.6666
4HOXPACDOX_NADP_,72.3333
4MOPt2im,NaN
4MPTNLte,NaN
4MPTNLtm,NaN
4MTOLBUTAMIDEte,NaN
4NPHSFte,NaN
4NPHSULT,70.6664
4NPHte,NaN
4PYRDX,NaN
5ADTSTSTERONEGLCte,127
5ADTSTSTERONEGLCtr,NaN
5ADTSTSTERONESte,NaN
5ADTSTSTERONESULT,3.3333
5ADTSTSTERONEte,NaN
5ADTSTSTERONEtr,NaN
5AOPtm,NaN
5DHFtl,NaN
5FTHFt2,164.6666
5HLTDL,0
5HOMEPRAZOLEte,NaN
5HOXINDACTO2OX,123.3333
5HOXINOXDA,36.6666
5HTRPVESSEC,5.6667
5MTHFt,65.0002
5MTHFt2,164.6666
5THFtl,NaN
5THFtm,NaN
6DHFtl,NaN
6DHFtm,NaN
6HTSTSTERONEte,NaN
6HTSTSTERONEtr,NaN
6THFtl,NaN
6THFtm,NaN
7DHCHSTEROLtr,NaN
7DHFtl,NaN
7DHFtm,NaN
7THFtl,NaN
7THFtm,NaN
A_MANASEly,25.6667
A4GALTc,0
A4GALTg,0
A4GNT1g,0
A4GNT2g,0
AACTOOR,16
AACTtm,NaN
AASAD3m,NaN
AATAi,40
ABO1g,0
ABO2g,0
ABO3g,0
ABO4g,0
ABO5g,0
ABO6g,0
ABO7g,0
ABO8g,0
ABO9g,0
ABTArm,90
ABTD,NaN
ABTti,NaN
ABUTt2rL,78
ABUTt4_2_r,5.3333
ACACT10m,242.3333
ACACT1rm,102
ACACT1x,20.3333
ACACt2m,65.3333
ACACT4p,19.6667
ACACT5p,19.6667
ACACT6p,19.6667
ACACT7p,19.6667
ACACT8p,19.6667
ACACT9p,19.6667
ACACtx,NaN
ACALDtm,NaN
ACALDtr,NaN
ACALDtx,NaN
ACCOACm,11
ACCOAgt,11.3333
ACCOALm,19.6666
ACCOAtn,NaN
ACCOAtr,11.3333
ACETONEt2,389
ACETONEt2m,65.3333
ACGAGBSIDEtg,NaN
ACGAGBSIDEtl,NaN
ACGALFUCGALACGALFUC12GAL14ACGLCGALGLUSIDEte,NaN
ACGALFUCGALACGALFUC12GAL14ACGLCGALGLUSIDEtg,NaN
ACGALFUCGALACGALFUCGALACGLCGAL14ACGLCGALGLUSIDEte,NaN
ACGALFUCGALACGALFUCGALACGLCGAL14ACGLCGALGLUSIDEtg,NaN
ACGALK,NaN
ACGALK2,NaN
ACGALtlg,NaN
ACGALtly,NaN
ACGAM6PSi,105.3333
ACGAMK,53
ACGAMPM,23.6667
ACGAMtly,NaN
ACGBGBSIDEtg,NaN
ACGBGBSIDEtl,NaN
ACGPID,8.3333
ACGSm,4.6667
ACHEe,18.6666
ACHtn,NaN
ACHVESSEC,0.33333
ACITL,736.6666
ACN13ACNGALGBSIDEte,NaN
ACN13ACNGALGBSIDEtg,NaN
ACN23ACNGALGBSIDEte,NaN
ACN23ACNGALGBSIDEtg,NaN
ACNACNGAL14ACGLCGALGLUSIDEte,NaN
ACNACNGAL14ACGLCGALGLUSIDEtg,NaN
ACNACNGALGBSIDEte,NaN
ACNACNGALGBSIDEtg,NaN
ACNAM9PL,44.6667
ACNAM9PL2,44.6667
ACNAMlt,17.3333
ACNAMPH,68.6667
ACNAMtn,NaN
ACNGALACGLCGAL14ACGLCGALGLUSIDEte,NaN
ACNGALACGLCGAL14ACGLCGALGLUSIDEtg,NaN
ACNMLr,NaN
ACOAD10m,67.3333
ACOAD1fm,171.6666
ACOAD8m,70
ACOAD9m,56.3333
ACOAHi,0
ACOAO7p,185.3334
ACODA,0.33333
ACONTm,194
ACOX22x,2.3333
ACOX2x,2.3333
ACP1_FMN_,264.9999
ACRNtm,1.6667
ACS2,82.9999
ACSm,0.33333
ACSRTNMT,0
ACt2m,NaN
ACt2r,NaN
ACtg,NaN
ACTLMO,5
ACTNMO,5
ADA,16.3333
ADAe,16.3333
ADCim,NaN
ADEt,35.6667
ADK1m,809.0001
ADK3,55.3334
ADK3m,62.3333
ADKd,55.3334
ADMDC,145
ADNCYC,377.6667
ADNK1m,NaN
ADNt,135.3334
ADNt4,3
ADNtl,13.3333
ADNtm,99.6667
ADPMAN,56.3333
ADPRIBt,0.33333
ADPtx,NaN
ADRNCOAtx,NaN
ADRNCPT1,20.3333
ADRNCPT2,14
ADRNCRNt,3.3334
ADRNLPVESSEC,5.6667
ADRNt,NaN
ADSK,174.6667
ADSL1,84
ADSL2,84
AFLATOXINte,NaN
AG13T16g,150.0001
AG13T17g,150.0001
AG13T18g,150.0001
AG13T1g,150.0001
AG13T2g,150.0001
AG13T3g,150.0001
AGMTm,0
AGPAT1,425.3333
AGTim,0
AGTix,0
AHANDROSTANGLCte,127
AHANDROSTANGLCtr,NaN
AHCYStr,NaN
AHEXASE2ly,164
AHEXASEly,164
AIRCr,626.6667
AKGDm,80.6666
AKGMALtm,34
AKGt4_3,14
AKGtp,NaN
AKR1C1,2.6667
AKR1C41,1.3333
AKR1C42,1.3333
AKR1D,0.66667
AKR1D2,0.66667
ALAASNNaEx,376
ALACYSNaEx,592.6667
ALADGLNexR,2.6667
ALADGLYexR,2.6667
ALAGLNexR,2.6667
ALAGLNNaEx,376
ALAGLYexR,2.6667
ALASERNaEx,592.6667
ALASm,167.6667
ALAt4,817.3334
ALATA_L,160.3333
ALATHRNaEx,592.6667
ALAtN1,2.3333
ALCD21_D,238.6667
ALCD21_L,238.6667
ALCD22_D,238.6667
ALCD22_L,238.6667
ALCD2if,238.6667
ALCD2yf,91.3334
ALDD20x,265.3334
ALDD20xm,246.3333
ALDD21,0
ALDD2xm,203.6667
ALDD2y,213.3334
ALDSTRNte,NaN
ALDSTRNtm,NaN
ALOX12,4.6667
ALOX15,0
ALOX5,29
ALOX52,29
ALR2,211
ALR3,211
AMACR2p,5.3334
AMACRp,5.3334
AMCOXO,NaN
AMETr,NaN
AMETt2m,44.0001
AMPDA,448.9999
AMPTASECGe,0.66667
AMPtp,NaN
AMY1e,9.0001
AMY2e,9.0001
ANDRSTRNGLCte,127
ANDRSTRNGLCtr,NaN
ANDRSTRNte,NaN
ANDRSTRNtr,NaN
ANTIPYRENEte,NaN
AOBUTDsm,NaN
APAT2rm,90
APNNOXte,NaN
APOCF,NaN
APOCFm,NaN
APOC_LYS_BTNP,NaN
APOC_LYS_BTNPm,NaN
APPNNte,NaN
APRTO2,36.6666
AQCOBALt,NaN
ARAB_Lt,NaN
ARABR,211
ARACHCOAtx,NaN
ARACHCPT1,20.3333
ARACHCPT2,14
ARACHCRNt,1.6667
ARACHDCOAtx,NaN
ARACHDt2,5.3333
ARACHDtr,NaN
ARACHt,NaN
ARGDCm,17.6667
ARGLYSex,2.6667
ARGNm,17.6667
ARGSS,92.6666
ARGt4,112
ARGtm,34.3333
ARSA,36.6667
ARTCOAL1,NaN
ARTCOAL2,NaN
ARTCOAL3,NaN
R_group_phosphotase_1,NaN
R_group_phosphotase_2,NaN
R_group_phosphotase_3,NaN
ARTFR208,NaN
ARTPLM3,NaN
ARTPLM3m,NaN
ASAH1,116.6666
ASCBOX,NaN
ASCBt,NaN
ASCBt4,174
ASNALANaEx,376
ASNCYSNaEx,376
ASNGLNNaEx,376
ASNNm,6.6667
ASNS1,78
ASNSERNaEx,376
ASNt4,605.6667
ASNTHRNaEx,376
ASNtm,NaN
ASNtN1,2.3333
ASPCTr,247.3333
ASPDt6,58.6667
ASPDxt,NaN
ASPGLUm,90.3333
ASPNATm,NaN
ASPt6,58.6667
ASPTAm,277.6667
ATP1ter,NaN
ATP2ter,NaN
ATPasel,9.6665
ATPH1e,175.3334
ATPH2e,176.6667
ATPtm,646.6667
ATPtn,NaN
ATPtx,NaN
AVITE2t,NaN
B_MANNASEly,41.3333
B3GALT3g,165.3332
B3GALT41g,1.3333
B3GALT42g,1.3333
B3GALT43g,1.3333
B3GALT44g,1.3333
B3GALT5g,165
B3GALTg,NaN
B3GNT11g,31.6667
B3GNT12g,39
B3GNT310g,0
B3GNT311g,0
B3GNT312g,0
B3GNT313g,0
B3GNT314g,0
B3GNT315g,0
B3GNT31g,0
B3GNT32g,0
B3GNT33g,0
B3GNT34g,0
B3GNT35g,0
B3GNT36g,0
B3GNT37g,0
B3GNT39g,0
B3GNT51g,33
BAAT1x,0.33333
BAAT2x,0.33333
BAAT3x,0.33333
BAAT4x,0.33333
BACCL,20
BACCLm,20
BALAtmr,NaN
BALAVECSEC,0.33333
BAMPPALDOX,265.3334
BBHOX,0.33333
BCDO,0.33333
BDHm,102
BETALDHxm,NaN
BHBt,NaN
BHBtm,NaN
BHMT,0
BILDGLCURt,1.3333
BILDGLCURte,225
BILDGLCURtr,NaN
BILGLCURt,28.6666
BILGLCURte,127
BILGLCURtr,NaN
BILIRED,112.3333
BILIRUBt2,1.3333
BILIRUBtr,NaN
BIOCYTtn,NaN
BMTer_U,12
BPNT2,26.6667
BTND1,97.3333
BTND1n,97.3333
BTNDe,97.3333
BTNDm,97.3333
BTNPL,20
BTNPLm,20
BTNt2,65.3333
BTNt2m,65.3333
BTNt3i,127
BTNt4i,0
BTNtn,NaN
BUP2,1.6667
BUTt2m,65.3333
BVITEt,NaN
BZt,NaN
BZtr,NaN
C14STRr,10.3333
C160CPT1,16.3333
C160CPT2,22.3333
C160CRNt,1.6667
C161CPT1,20.3333
C161CPT12,20.3333
C161CPT2,14
C161CPT22,14
C161CRN2t,1.6667
C161CRNt,1.6667
C180CPT1,20.3333
C180CPT2,14
C180CRNt,1.6667
C181CPT1,20.3333
C181CPT2,14
C181CRNt,1.6667
C204CPT1,20.3333
C204CPT2,14
C204CRNt,1.6667
C226COAtx,NaN
C226CPT1,20.3333
C226CPT2,14
C226CRNt,NaN
C3STDH1Pr,26
C3STDH1r,26
C3STKR2r,77
C4STMO1r,71
C4STMO2Pr,26
C4STMO2r,97
CAATPS,336
CAROtr,NaN
CARVEOLte,NaN
CAT2p,45.3333
CAt7r,46.6664
CATm,45.3333
CATp,45.3333
CBL2OR,NaN
CBL2tm,3.3333
CBPPer,82.6667
CBPSam,76.6666
CBPter,NaN
CBR2,29.3333
CDIPTr,59.3334
CDPDAGtm,NaN
CDS,89.6667
CDSm,89.6667
CEPTC,83
CEPTE,22
CERK,171.3334
CERT1gt,60.6667
CERT1rt,60.6667
CERT2gt,60.6667
CERT2rt,60.6667
CGLYt3_2_,2
CH25H,0
CHAT,12
CHATn,12
CHLP,6.3333
CHLPCTD,132.3334
CHLtm,NaN
CHOLATEt,12.6666
CHOLATEt2,4.6667
CHOLATEt3,192.3333
CHOLD2m,3.6667
CHOLK,125.3332
CHOLPtg,NaN
CHOLPtl,NaN
CHOLt4,0
CHOLtg,NaN
CHOLtn,NaN
CHOLtr,NaN
CHOLtu,63
CHSTEROLSULT,3.3333
CHSTEROLt1,41.6667
CHSTEROLt2,NaN
CHSTEROLt3,NaN
CHSTEROLtg,8.3333
CHTNASE,12
CHTNASEe,0
CITMCOAHm,NaN
CITMCOALm,NaN
CITRtm,34.3333
CITt4_2,0
CITtam,67.3333
CITtbm,67.3333
CK,16.6667
CKc,44.6667
CLFORtex,1.3333
CLHCO3tex2,101.0001
CLI2tex,1.3333
CLOHtex2,101.0001
CLOXAtex2,101.0001
CLPNDCOAtx,NaN
CLPNDCPT1,20.3333
CLPNDCPT2,14
CLPNDCRNt,1.6667
CLPNDt,NaN
CLS_hs,7.6667
CMPACNAtg,11
CMPACNAtn,NaN
CMPSAS,37
CMPSASn,37
CO2ter,NaN
CO2tg,NaN
CO2tm,NaN
CO2tp,NaN
COAtg,NaN
COAtl,NaN
COAtm,55.3333
COAtn,NaN
COAtp,NaN
COAtr,NaN
COKECBESr,43.6667
COQ3m,10.3333
COQ5m,NaN
COQ6m,38.6666
COQ7m,19
CORE2GTg,22.6667
CORE3GTg,0.66667
CORE4GTg,1
CORE5GTg,NaN
CORE6GTg,20.6667
CORE7GTg,NaN
CORE8GTg,NaN
COt,NaN
COUCOAFm,NaN
COUMARINte,NaN
CREATt4_2_r,155.6667
CREATtmdiffir,NaN
CRMPte,NaN
CRNCAR3tp,NaN
CRNCARtp,7.3333
CRNt,63
CRNtHa,17.6667
CRNtim,1.6667
CRNtuNa,63
CRNtx,NaN
CRTNsyn,NaN
CRTSLt,NaN
CRTSLtm,NaN
CRTSLtr,NaN
CRTSTRNt,NaN
CRTSTRNtm,NaN
CRVNCtr,NaN
CSAPASEly,NaN
CSBPASEly,NaN
CSCPASEly,NaN
CSDPASEly,NaN
CSEPASEly,NaN
CSm,796.6666
CSNAT2m,7.3333
CSNAT2x,23
CSNAT3x,15.6667
CSNATer,7.3333
CSNATm,7.3333
CSNATp,15.6667
CSNATr,7.3333
CSNt,35.6667
CSPG_At,NaN
CSPG_Atly,NaN
CSPG_Bt,NaN
CSPG_Btly,NaN
CSPG_Ct,NaN
CSPG_Ctly,NaN
CSPG_Dt,NaN
CSPG_Dtly,NaN
CSPG_Et,NaN
CSPG_Etly,NaN
CTPtn,NaN
CYANt,NaN
CYANtm,NaN
CYSALANaEx,592.6667
CYSASNNaEx,376
CYSGLNNaEx,376
CYSGLTH,NaN
CYSGLUexR,5.3334
CYSGLYexR,8.0001
CYSO,3.6667
CYSSERNaEx,592.6667
CYSt4,115
CYSTA,117
CYStec,15
CYSTGLUex,2.6667
CYSTHRNaEx,592.6667
CYSTSERex,0
CYTD,21
CYTDK1,117
CYTDK2m,NaN
CYTDn,0
CYTDt,135.3334
CYTDt4,2
CYTDtl,13.3333
CYTDtm,99.6667
CYTDtn,NaN
CYTK10,145.3333
CYTK10n,145.3333
CYTK11,145.3333
CYTK11n,145.3333
CYTK12,145.3333
CYTK12n,145.3333
CYTK13,145.3333
CYTK13n,145.3333
CYTK14,145.3333
CYTK14n,145.3333
CYTK1m,3.3333
CYTK1n,145.3333
CYTK2n,145.3333
CYTK3,55.3334
CYTK3n,145.3333
CYTK4,55.3334
CYTK4n,145.3333
CYTK5,145.3333
CYTK5n,145.3333
CYTK6,145.3333
CYTK6n,145.3333
CYTK7,145.3333
CYTK7n,145.3333
CYTK8,145.3333
CYTK8n,145.3333
CYTK9,145.3333
CYTK9n,145.3333
D_3AIBt,NaN
D3AIBTm,0
DADA,16.3333
DADAe,16.3333
DADNK,NaN
DADNt4,35.6667
DAG_HSter,NaN
DAGK_hs,883.0003
DAGKn_hs,87.6667
DAGt,NaN
DALAOXx,0
DALAt2r,78
DALAxt,NaN
DARGOp,0
DASCBH,NaN
DASCBR,169.3334
DASPO1p,2.6666
DATPtn,NaN
DCIm,66.3334
DCK1m,NaN
DCK1n,64.6667
DCK2n,64.6667
DCSPTN1COAtx,NaN
DCSPTN1CPT1,20.3333
DCSPTN1CPT2,14
DCSPTN1CRNt,1.6667
DCSPTN1t,NaN
DCT,0
DCTPtn,NaN
DCYTD,21
DCYTDn,0
DCYTt,35.6667
DDPGAm,NaN
DEBRISOQUINEt,0
DECDPtm,NaN
DEDOLP1_L,NaN
DEDOLP2_L,NaN
DEDOLR_L,NaN
DESAT16_2,780.6667
DESAT18_10,223
DESAT18_3,780.6667
DESAT18_4,780.6667
DESAT18_5,780.6667
DESAT18_6,223
DESAT18_7,223
DESAT18_8,223
DESAT18_9,451.6667
DESAT20_1,228.6667
DESAT20_2,228.6667
DESAT22_1p,NaN
DESAT22_2p,NaN
DESAT24_1,223
DGAT,50
DGCHOLte,NaN
DGCHOLtx,NaN
DGK2m,NaN
DGNSKm,283.3335
DGSNt,35.6667
DGSNtm,NaN
DGTPtn,NaN
DGULND,NaN
DHAAt1r,376
DHCHOLESTANATEtm,NaN
DHCR241r,448.3333
DHCR242r,448.6666
DHCR243r,448.3333
DHCR71r,91
DHCR72r,91
DHCRD1,142.0001
DHCRD2,142.0001
DHDPBMTm,10.3333
DHEASt,41.3332
DHEAStr,NaN
DHEASULT,3.3333
DHEAtr,NaN
DHFtl,NaN
DHFtm,NaN
DHORD9,17.3333
DHPM1,672.3333
DHPM2,370.3333
DHPR2,NaN
DIDPtn,NaN
DIGALSGALSIDEtg,NaN
DIGALSIDEtg,NaN
DIGALSIDEtl,NaN
DINt,35.6667
DITPtn,NaN
DKMPPD,NaN
D_LACt2,391.6667
D_LACtm,65.3333
DLNLCGCPT1,20.3333
DLNLCGCPT2,14
DLNLCGCRNt,1.6667
DLNLCGt,5.3333
DM_13_cis_oretn_n_,NaN
DM_13_cis_retn_n_,NaN
DM_Asn_X_Ser_Thr_ly_,NaN
DM_avite2_c_,NaN
DM_bvite_c_,NaN
DM_core5_g_,NaN
DM_core7_g_,NaN
DM_core8_g_,NaN
DM_datp_m_,NaN
DM_datp_n_,NaN
DM_dctp_m_,NaN
DM_dctp_n_,NaN
DM_dem2emgacpail_prot_hs_r_,NaN
DM_dgpi_prot_hs_r_,NaN
DM_dgtp_m_,NaN
DM_dgtp_n_,NaN
DM_dsT_antigen_g_,NaN
DM_dttp_m_,NaN
DM_dttp_n_,NaN
DM_ethamp_r_,NaN
DM_gncore2_g_,NaN
DM_gpi_sig_er_,NaN
DM_hretn_n_,NaN
DM_kdn_c_,NaN
DM_m_em_3gacpail_prot_hs_r_,NaN
DM_melanin_c_,NaN
DM_mem2emgacpail_prot_hs_r_,NaN
DM_n5m2masn_g_,NaN
DM_oretn_n_,NaN
DM_Ser_Thr_ly_,NaN
DM_Ser_Gly_Ala_X_Gly_ly_,NaN
DM_sprm_c_,NaN
DM_sTn_antigen_g_,NaN
DM_T_antigen_g_,NaN
DM_yvite_c_,NaN
DMANTIPYRINEte,NaN
DMATTx,29.3333
DMGDHm,0
DMGtm,NaN
DMHPTCRNCPT2,NaN
DMHPTCRNt,NaN
DMHPTCRNte,NaN
DMNONCOACRNCPT1,NaN
DMNONCRNCPT2,NaN
DMNONCRNt,NaN
DNADtn,NaN
DNDPt10m,19
DNDPt11m,19
DNDPt12m,19
DNDPt13m,19
DNDPt14m,19
DNDPt15m,19
DNDPt16m,19
DNDPt17m,19
DNDPt18m,19
DNDPt19m,19
DNDPt1m,19
DNDPt20m,19
DNDPt21m,19
DNDPt23m,19
DNDPt24m,19
DNDPt25m,19
DNDPt28m,19
DNDPt2m,19
DNDPt30m,19
DNDPt31m,19
DNDPt32m,19
DNDPt37m,19
DNDPt38m,19
DNDPt39m,19
DNDPt3m,19
DNDPt40m,19
DNDPt41m,19
DNDPt42m,19
DNDPt43m,19
DNDPt44m,19
DNDPt45m,19
DNDPt46m,19
DNDPt47m,19
DNDPt48m,19
DNDPt49m,19
DNDPt4m,19
DNDPt50m,19
DNDPt51m,19
DNDPt52m,19
DNDPt53m,19
DNDPt54m,19
DNDPt55m,19
DNDPt56m,19
DNDPt57m,19
DNDPt58m,19
DNDPt59m,19
DNDPt5m,19
DNDPt60m,19
DNDPt61m,19
DNDPt62m,19
DNDPt63m,19
DNDPt6m,19
DNDPt7m,19
DOGULNO1,NaN
DOLGLCP_Lter,NaN
DOLGPP_Ler,NaN
DOLICHOL_Lter,NaN
DOLICHOL_Uter,NaN
DOLK_L,NaN
DOLK_U,NaN
DOLMANP_Uter,NaN
DOLPGT3_Ler,49.3333
DOLPGT3_Uer,49.3333
DOLPMT3_Uer,19.3333
DOLPMT4_Ler,NaN
DOLPMT4_Uer,NaN
DOPABMO,38.3333
DOPACHRMISO,0.66667
DOPAMT,239.3334
DOPAQNISO1,NaN
DOPASFt,NaN
DOPASULT,70.6664
DOPAt4_2_r,0
DOPAtu,63.3333
DOPAVESSEC,5.6667
DORNOp,0
DPCOAtl,NaN
DPGase,274.0001
DPGM,274.0001
DPHMBDCm,NaN
DPMVDx,29.3333
DPPS,NaN
DRIBt,NaN
DRPA,50
DSAT,NaN
DTDPtn,NaN
DTTPtn,NaN
DUDPtn,NaN
DUMPtn,NaN
DURAD,19.6667
DURAD2,19.6667
DURIK1,431.6667
DURIK1m,46.6667
DURIt,35.6667
DURItn,NaN
DUTPDPm,71.6667
DUTPDPn,51.6667
EAFLATOXINte,NaN
EBASTINEOHte,NaN
EBASTINEOHtr,NaN
EBASTINEte,NaN
EBASTINEtr,NaN
EBP1r,33.6667
EBP2r,33.6667
ECOAH12m,132
ECOAH1m,140
ECOAH1x,31.6667
ECOAH9m,132
EHGLAT2m,277.6667
EHGLATm,277.6667
EICOSTETCPT1,20.3333
EICOSTETCPT2,14
EICOSTETCRNt,1.6667
EICOSTETt,NaN
ELAIDCPT1,20.3333
ELAIDCPT2,14
ELAIDCRNt,1.6667
ELAIDt,3.6667
ENGASE2ly,NaN
ENGASE3ly,NaN
ENGASEly,NaN
ESTRADIOLGLCt,64.3332
ESTRADIOLGLCt2,81.3333
ESTRADIOLGLCtr,NaN
ESTRADIOLt,NaN
ESTRADIOLtr,NaN
ESTRIOLGLCte,127
ESTRIOLGLCtr,NaN
ESTRIOLtr,NaN
ESTRONEGLCt,192.3333
ESTRONEGLCtr,NaN
ESTRONESt,108.9998
ESTRONESt2,0
ESTRONEtr,NaN
ESTSULT,33.3332
ETF,20.6666
ETFQO,12
ETHAK,231.9999
ETHP,6.3333
ETOHMO,5
ETOHtx,NaN
EX_10fthf[e],NaN
EX_10fthf5glu[e],NaN
EX_10fthf6glu[e],NaN
EX_10fthf7glu[e],NaN
EX_11_cis_retfa[e],NaN
EX_13_cis_retnglc[e],NaN
EX_1glyc_hs[e],NaN
EX_2425dhvitd2[e],NaN
EX_2425dhvitd3[e],NaN
EX_24nph[e],NaN
EX_25hvitd2[e],NaN
EX_25hvitd3[e],NaN
EX_2hb[e],NaN
EX_2mcit[e],NaN
EX_34dhoxpeg[e],NaN
EX_34dhphe[e],NaN
EX_35cgmp[e],NaN
EX_3aib[e],NaN
EX_3aib_D[e],NaN
EX_3mlda[e],NaN
EX_4hdebrisoquine[e],NaN
EX_4hphac[e],NaN
EX_4mptnl[e],NaN
EX_4mtolbutamide[e],NaN
EX_4nph[e],NaN
EX_4nphsf[e],NaN
EX_4pyrdx[e],NaN
EX_5adtststerone[e],NaN
EX_5adtststeroneglc[e],NaN
EX_5adtststerones[e],NaN
EX_5dhf[e],NaN
EX_5fthf[e],NaN
EX_5homeprazole[e],NaN
EX_5htrp[e],NaN
EX_5mthf[e],NaN
EX_5thf[e],NaN
EX_6dhf[e],NaN
EX_6htststerone[e],NaN
EX_6thf[e],NaN
EX_7dhf[e],NaN
EX_7thf[e],NaN
EX_9_cis_retfa[e],NaN
EX_abt[e],NaN
EX_acetone[e],NaN
EX_acgalfucgalacgalfuc12gal14acglcgalgluside_hs[e],NaN
EX_acgalfucgalacgalfucgalacglcgal14acglcgalgluside_hs[e],NaN
EX_ach[e],NaN
EX_acn13acngalgbside_hs[e],NaN
EX_acn23acngalgbside_hs[e],NaN
EX_acnacngal14acglcgalgluside_hs[e],NaN
EX_acnacngalgbside_hs[e],NaN
EX_acngalacglcgal14acglcgalgluside_hs[e],NaN
EX_adp[e],NaN
EX_adprbp[e],NaN
EX_adrn[e],NaN
EX_adrnl[e],NaN
EX_aflatoxin[e],NaN
EX_ahandrostanglc[e],NaN
EX_ak2lgchol_hs[e],NaN
EX_ala_B[e],NaN
EX_ala_D[e],NaN
EX_aldstrn[e],NaN
EX_amp[e],NaN
EX_andrstrn[e],NaN
EX_andrstrnglc[e],NaN
EX_antipyrene[e],NaN
EX_apnnox[e],NaN
EX_appnn[e],NaN
EX_aprgstrn[e],NaN
EX_aqcobal[e],NaN
EX_arach[e],NaN
EX_arachd[e],NaN
EX_ascb_L[e],NaN
EX_asp_D[e],NaN
EX_atp[e],NaN
EX_avite1[e],NaN
EX_avite2[e],NaN
EX_bhb[e],NaN
EX_bildglcur[e],NaN
EX_bilglcur[e],NaN
EX_bilirub[e],NaN
EX_biocyt[e],NaN
EX_bvite[e],NaN
EX_camp[e],NaN
EX_caro[e],NaN
EX_carveol[e],NaN
EX_chol[e],NaN
EX_cholate[e],NaN
EX_chsterol[e],NaN
EX_chtn[e],NaN
EX_clpnd[e],NaN
EX_cmp[e],NaN
EX_co[e],NaN
EX_coumarin[e],NaN
EX_creat[e],NaN
EX_crmp_hs[e],NaN
EX_crn[e],NaN
EX_crtsl[e],NaN
EX_crtstrn[e],NaN
EX_crvnc[e],NaN
EX_cspg_a[e],NaN
EX_cspg_b[e],NaN
EX_cspg_c[e],NaN
EX_cspg_d[e],NaN
EX_cspg_e[e],NaN
EX_cyan[e],NaN
EX_dag_hs[e],NaN
EX_dcsptn1[e],NaN
EX_debrisoquine[e],NaN
EX_dgchol[e],NaN
EX_dhdascb[e],NaN
EX_dheas[e],NaN
EX_dhf[e],NaN
EX_digalsgalside_hs[e],NaN
EX_dlnlcg[e],NaN
EX_dmantipyrine[e],NaN
EX_dmhptcrn[e],NaN
EX_dopa[e],NaN
EX_dopasf[e],NaN
EX_eaflatoxin[e],NaN
EX_ebastine[e],NaN
EX_ebastineoh[e],NaN
EX_eicostet[e],NaN
EX_elaid[e],NaN
EX_estradiol[e],NaN
EX_estradiolglc[e],NaN
EX_estriolglc[e],NaN
EX_estroneglc[e],NaN
EX_estrones[e],NaN
EX_fuc13galacglcgal14acglcgalgluside_hs[e],NaN
EX_fuc14galacglcgalgluside_hs[e],NaN
EX_fucacgalfucgalacglcgalgluside_hs[e],NaN
EX_fucacngal14acglcgalgluside_hs[e],NaN
EX_fucacngalacglcgalgluside_hs[e],NaN
EX_fucfuc12gal14acglcgalgluside_hs[e],NaN
EX_fucfuc132galacglcgal14acglcgalgluside_hs[e],NaN
EX_fucfucfucgalacglc13galacglcgal14acglcgalgluside_hs[e],NaN
