Reaction_ID,RAS
EX_fucacngal14acglcgalgluside_hs[e],NaN
EX_fucacngalacglcgalgluside_hs[e],NaN
EX_fucfuc12gal14acglcgalgluside_hs[e],NaN
EX_fucfuc132galacglcgal14acglcgalgluside_hs[e],NaN
EX_fucfucfucgalacglc13galacglcgal14acglcgalgluside_hs[e],NaN
EX_fucfucfucgalacglcgal14acglcgalgluside_hs[e],NaN
EX_fucfucgalacglcgalgluside_hs[e],NaN
EX_fucgal14acglcgalgluside_hs[e],NaN
EX_fucgalfucgalacglcgalgluside_hs[e],NaN
EX_fucgalgbside_hs[e],NaN
EX_fuc_L[e],NaN
EX_galacglcgalgbside_hs[e],NaN
EX_galfuc12gal14acglcgalgluside_hs[e],NaN
EX_galfucgalacglcgal14acglcgalgluside_hs[e],NaN
EX_galgalfucfucgalacglcgalacglcgal14acglcgalgluside_hs[e],NaN
EX_galgalgalthcrm_hs[e],NaN
EX_gbside_hs[e],NaN
EX_gchola[e],NaN
EX_gd1b2_hs[e],NaN
EX_gd1c_hs[e],NaN
EX_gdp[e],NaN
EX_gluala[e],NaN
EX_glyc_S[e],NaN
EX_glygn2[e],NaN
EX_glygn4[e],NaN
EX_glygn5[e],NaN
EX_gmp[e],NaN
EX_gp1c_hs[e],NaN
EX_gp1calpha_hs[e],NaN
EX_gq1b_hs[e],NaN
EX_gq1balpha_hs[e],NaN
EX_gsn[e],NaN
EX_gt1a_hs[e],NaN
EX_gthox[e],NaN
EX_gthrd[e],NaN
EX_gtp[e],NaN
EX_h2o2[e],NaN
EX_ha[e],NaN
EX_ha_pre1[e],NaN
EX_hco3[e],NaN
EX_hcoumarin[e],NaN
EX_hdca[e],NaN
EX_hdcea[e],NaN
EX_hestratriol[e],NaN
EX_hexc[e],NaN
EX_hista[e],NaN
EX_hom_L[e],NaN
EX_hpdca[e],NaN
EX_hspg[e],NaN
EX_htaxol[e],NaN
EX_i[e],NaN
EX_idp[e],NaN
EX_imp[e],NaN
EX_inost[e],NaN
EX_ksi[e],NaN
EX_ksi_deg1[e],NaN
EX_ksii_core2[e],NaN
EX_ksii_core4[e],NaN
EX_lac_D[e],NaN
EX_Lcystin[e],NaN
EX_leuktrA4[e],NaN
EX_leuktrB4[e],NaN
EX_leuktrC4[e],NaN
EX_leuktrD4[e],NaN
EX_leuktrE4[e],NaN
EX_leuktrF4[e],NaN
EX_lgnc[e],NaN
EX_limnen[e],NaN
EX_lipoate[e],NaN
EX_lneldc[e],NaN
EX_lnlc[e],NaN
EX_lnlnca[e],NaN
EX_lnlncg[e],NaN
EX_lpchol_hs[e],NaN
EX_mag_hs[e],NaN
EX_meoh[e],NaN
EX_mercplaccys[e],NaN
EX_mthgxl[e],NaN
EX_n2m2nmasn[e],NaN
EX_nad[e],NaN
EX_nadp[e],NaN
EX_ncam[e],NaN
EX_nifedipine[e],NaN
EX_no[e],NaN
EX_npthl[e],NaN
EX_nrpphr[e],NaN
EX_nrpphrsf[e],NaN
EX_nrvnc[e],NaN
EX_o2s[e],NaN
EX_oagd3_hs[e],NaN
EX_oagt3_hs[e],NaN
EX_ocdca[e],NaN
EX_ocdcea[e],NaN
EX_octa[e],NaN
EX_omeprazole[e],NaN
EX_onpthl[e],NaN
EX_oxa[e],NaN
EX_paf_hs[e],NaN
EX_pchol_hs[e],NaN
EX_pe_hs[e],NaN
EX_peplys[e],NaN
EX_perillyl[e],NaN
EX_pglyc_hs[e],NaN
EX_pheacgln[e],NaN
EX_phyQ[e],NaN
EX_phyt[e],NaN
EX_prgstrn[e],NaN
EX_prostgd2[e],NaN
EX_prostge1[e],NaN
EX_prostge2[e],NaN
EX_prostgf2[e],NaN
EX_ps_hs[e],NaN
EX_ptdca[e],NaN
EX_rbt[e],NaN
EX_retfa[e],NaN
EX_retinol[e],NaN
EX_retinol_9_cis[e],NaN
EX_retinol_cis_11[e],NaN
EX_retn[e],NaN
EX_retnglc[e],NaN
EX_Rtotal[e],NaN
EX_Rtotal2[e],NaN
EX_Rtotal3[e],NaN
EX_s2l2fn2m2masn[e],NaN
EX_s2l2n2m2masn[e],NaN
EX_sarcs[e],NaN
EX_sl_L[e],NaN
EX_spc_hs[e],NaN
EX_sph1p[e],NaN
EX_sphs1p[e],NaN
EX_srtn[e],NaN
EX_strch1[e],NaN
EX_strch2[e],NaN
EX_strdnc[e],NaN
EX_tag_hs[e],NaN
EX_tagat_D[e],NaN
EX_taxol[e],NaN
EX_tchola[e],NaN
EX_tcynt[e],NaN
EX_tdchola[e],NaN
EX_tethex3[e],NaN
EX_tetpent3[e],NaN
EX_tetpent6[e],NaN
EX_tettet6[e],NaN
EX_thf[e],NaN
EX_thmmp[e],NaN
EX_thmtp[e],NaN
EX_thym[e],NaN
EX_thyox_L[e],NaN
EX_tmndnc[e],NaN
EX_tolbutamide[e],NaN
EX_triodthy[e],NaN
EX_triodthysuf[e],NaN
EX_tststerone[e],NaN
EX_tststeroneglc[e],NaN
EX_tststerones[e],NaN
EX_tsul[e],NaN
EX_ttdca[e],NaN
EX_txa2[e],NaN
EX_tymsf[e],NaN
EX_Tyr_ggn[e],NaN
EX_udp[e],NaN
EX_ump[e],NaN
EX_urate[e],NaN
EX_utp[e],NaN
EX_vacc[e],NaN
EX_vitd3[e],NaN
EX_whddca[e],NaN
EX_whhdca[e],NaN
EX_whtststerone[e],NaN
EX_whttdca[e],NaN
EX_xolest_hs[e],NaN
EX_xolest2_hs[e],NaN
EX_xoltri24[e],NaN
EX_xoltri25[e],NaN
EX_xoltri27[e],NaN
EX_xylt[e],NaN
EX_yvite[e],NaN
F1Atg,NaN
F1PGT,13.3333
FACOAL140i,206
FACOAL150,500
FACOAL160i,503.3334
FACOAL170,500
FACOAL180i,438
FACOAL1812,206
FACOAL1813,206
FACOAL181i,500.6667
FACOAL1821,477.3334
FACOAL1822,206
FACOAL1831,480.0001
FACOAL1832,206
FACOAL184,206
FACOAL191,0
FACOAL200,206
FACOAL203,206
FACOAL204,565.3334
FACOAL2042,206
FACOAL205,206
FACOAL206,0
FACOAL224,206
FACOAL2251,206
FACOAL2252,206
FACOAL226,206
FACOAL240,206
FACOAL241,206
FACOAL244_1,206
FACOAL245_1,206
FACOAL245_2,206
FACOAL246_1,206
FACOAL260,206
FACOAL40im,0.33333
FACOAL80i,229.3333
FADDP,13
FADH2tru,NaN
FADH2tx,NaN
FADtru,NaN
FADtx,NaN
FAEL183,310
FAEL184,310
FAEL204,310
FAEL205,310
FAH1,0
FAH2,0
FAH3,0
FALDH,0.66667
FALDtly,NaN
FALDtm,NaN
FAOXC11,19.3333
FAOXC140,19.6666
FAOXC150m,19.6666
FAOXC160,19.6666
FAOXC16080m,19.6666
FAOXC16080x,64
FAOXC161802m,19.6666
FAOXC16180m,19.6666
FAOXC170m,19.3333
FAOXC180,39.3333
FAOXC180x,64
FAOXC1811601m,19.6666
FAOXC1811602m,19.6666
FAOXC1811603m,19.6666
FAOXC182806m,19.6666
FAOXC18280m,19.6666
FAOXC183803m,19.6666
FAOXC183806m,19.6666
FAOXC183806x,64
FAOXC18480m,19.6666
FAOXC18480x,64
FAOXC200180m,19.6666
FAOXC200180x,64
FAOXC2031836m,19.6666
FAOXC204,39.3333
FAOXC204184m,19.6666
FAOXC2051843m,19.6666
FAOXC2051843x,64
FAOXC2242046m,19.6666
FAOXC2242046x,64
FAOXC2251836m,19.6666
FAOXC2251836x,64
FAOXC2252053m,19.6666
FAOXC2252053x,64
FAOXC226,19.6666
FAOXC226205m,19.6666
FAOXC226205x,64
FAOXC240200x,64
FAOXC241181x,64
FAOXC2442246x,64
FAOXC2452253x,64
FAOXC2452256x,64
FAOXC246226x,64
FAOXC260240x,64
FAOXC80,19.6666
FAS100COA,842
FAS120COA,842
FAS140COA,842
FAS160COA,842
FAS180COA,842
FAS80COA_L,841
FATP1t,185.3334
FATP2t,70.6667
FATP3t,70.6667
FATP4t,2.6667
FATP5t,2.6667
FATP6t,2.6667
FATP7t,2.6667
FATP8t,2.6667
FATP9t,2.6667
FBA4,60.9999
FBA5,1
FBP26,138.0001
FCLTm,54.6666
FCOAH,NaN
FDH,6.6667
FE2t,NaN
FE2tm,NaN
FE3R2e,73.6667
FK,13.3333
FKYNH,29.6667
FOLR2,132.3333
FOLt2,126.6666
FORMCOAtx,NaN
FORt2m,NaN
FORtr,NaN
FPGS2,42
FPGS2m,42
FPGS3,42
FPGS3m,42
FPGS4,42
FPGS4m,42
FPGS5,42
FPGS5m,42
FPGS6,42
FPGS6m,42
FPGS7m,42
FPGS8,42
FPGS8m,42
FPGS9,42
FPGS9m,42
FPGSm,42
FRDPtc,NaN
FRDPtr,NaN
FRUt1r,29.3333
FTHFDH,58.6667
FTHFLm,444.6667
FUC13GALACGLCGAL14ACGLCGALGLUSIDEte,NaN
FUC13GALACGLCGAL14ACGLCGALGLUSIDEtg,NaN
FUC14GALACGLCGALGLUSIDEte,NaN
FUC14GALACGLCGALGLUSIDEtg,NaN
FUCACGALFUCGALACGLCGALGLUSIDEte,NaN
FUCACGALFUCGALACGLCGALGLUSIDEtg,NaN
FUCACNGAL14ACGLCGALGLUSIDEte,NaN
FUCACNGAL14ACGLCGALGLUSIDEtg,NaN
FUCACNGALACGLCGALGLUSIDEte,NaN
FUCACNGALACGLCGALGLUSIDEtg,NaN
FUCASE2e,57
FUCASE2ly,14.3333
FUCASEe,57
FUCASEly,14.3333
FUCFUC12GAL14ACGLCGALGLUSIDEte,NaN
FUCFUC12GAL14ACGLCGALGLUSIDEtg,NaN
FUCFUC132GALACGLCGAL14ACGLCGALGLUSIDEte,NaN
FUCFUC132GALACGLCGAL14ACGLCGALGLUSIDEtg,NaN
FUCFUCFUCGALACGLC13GALACGLCGAL14ACGLCGALGLUSIDEte,NaN
FUCFUCFUCGALACGLC13GALACGLCGAL14ACGLCGALGLUSIDEtg,NaN
FUCFUCFUCGALACGLCGAL14ACGLCGALGLUSIDEte,NaN
FUCFUCFUCGALACGLCGAL14ACGLCGALGLUSIDEtg,NaN
FUCFUCGALACGLCGALGLUSIDEte,NaN
FUCFUCGALACGLCGALGLUSIDEtg,NaN
FUCGAL14ACGLCGALGLUSIDEte,NaN
FUCGAL14ACGLCGALGLUSIDEtg,NaN
FUCGALFUCGALACGLCGALGLUSIDEte,NaN
FUCGALFUCGALACGLCGALGLUSIDEtg,NaN
FUCGALGBSIDEte,NaN
FUCGALGBSIDEtg,NaN
FUCtly,NaN
FUMAC,37.6667
FUMm,66.3333
FUMSO3tm,14.3333
FUMSO4tm,14.3333
FUMtm,14.3333
FUMTSULtm,14.3333
FUT11g,10.3333
FUT12g,10.3333
FUT14g,10.3333
FUT15g,10.3333
FUT16g,10.3333
FUT17g,10.3333
FUT18g,10.3333
FUT32g,0
FUT33g,0
FUT34g,0
FUT35g,0
FUT910g,13.3333
FUT911g,13.3333
FUT91g,13.3333
FUT92g,13.3333
FUT93g,13.3333
FUT94g,13.3333
FUT95g,13.3333
FUT96g,13.3333
FUT97g,13.3333
FUT98g,13.3333
FUT99g,13.3333
G14T18g,743.3332
G14T19g,743.3332
G14T20g,743.3332
G14T21g,743.3332
G14T2g,743.3332
G14T3g,743.3332
G14T4g,743.3332
G14T5g,743.3332
G3PD2m,113.3333
G5SADrm,NaN
G5SDym,122.3333
G6PDH1rer,64.3333
G6PDH2rer,489.3333
G6PPer,64.3333
G6Pter,28
GABAVESSEC,0
GACMTRc,21.3334
GACPAILter,NaN
GAL3ST11,0.33333
GAL3ST12,0.33333
GALACGLCGALGBSIDEte,NaN
GALACGLCGALGBSIDEtg,NaN
GALASE10ly,104
GALASE11ly,104
GALASE12ly,104
GALASE13ly,104
GALASE14ly,104
GALASE15ly,104
GALASE16ly,104
GALASE17ly,104
GALASE18ly,104
GALASE19ly,104
GALASE1ly,104
GALASE20ly,104
GALASE3ly,104
GALASE4ly,104
GALASE5ly,104
GALASE6ly,104
GALASE7ly,104
GALASE8ly,104
GALASE9ly,104
GALC,63.6667
GALFUC12GAL14ACGLCGALGLUSIDEte,NaN
GALFUC12GAL14ACGLCGALGLUSIDEtg,NaN
GALFUCGALACGLCGAL14ACGLCGALGLUSIDEte,NaN
GALFUCGALACGLCGAL14ACGLCGALGLUSIDEtg,NaN
GALGALFUCFUCGALACGLCGALACGLCGAL14ACGLCGALGLUSIDEte,NaN
GALGALFUCFUCGALACGLCGALACGLCGAL14ACGLCGALGLUSIDEtg,NaN
GALGALGALTHCRMte,NaN
GALGALGALTHCRMtg,NaN
GALGLUSIDEtg,NaN
GALGLUSIDEtl,NaN
GALGT1,101.6667
GALGT2,101.6667
GALGT3,101.6667
GALGT4,101.6667
GALNACT1g,96.3333
GALNACT2g,225.3333
GALNACT3g,225.3333
GALNACT4g,225.3333
GALNACT5g,225.3333
GALNTg,873.6669
GALOR,183.6667
GALSIDEtg,NaN
GALSIDEtl,NaN
GALt1r,260.0001
GALT2g,16.6667
GALTg,24.6667
GALtly,NaN
GAMt1r,193.0001
GAMYe,3.6667
GAO1,15.6667
GAO1g,15.6667
GAO2,15.6667
GAO2g,15.6667
GARFT,374.6666
GASNASE2ly,12.3333
GASNASE3ly,12.3333
GASNASEly,12.3333
GBA,483.3335
GBAl,483.3335
GBGT1,2.3333
GBSIDEte,NaN
GBSIDEtl,NaN
GCALDDm,465.6666
GCC2am,1
GCC2bim,1
GCC2cm,1
GCCam,1
GCCbim,1
GCCcm,1
GCHOLAt,38.6666
GCHOLAt2,5.6667
GCHOLAte,NaN
GCHOLAtx,NaN
GCNTg,8.6667
GD1B2te,NaN
GD1B2tg,NaN
GD1Cte,NaN
GD1Ctg,NaN
GDPFUCtg,46.3333
GDPtg,NaN
GFUCS,70
GGH_10FTHF5GLUe,42.3333
GGH_10FTHF5GLUl,42.3333
GGH_10FTHF6GLUe,42.3333
GGH_10FTHF6GLUl,42.3333
GGH_10FTHF7GLUe,42.3333
GGH_10FTHF7GLUl,42.3333
GGH_5DHFe,42.3333
GGH_5DHFl,42.3333
GGH_5THFe,42.3333
GGH_5THFl,42.3333
GGH_6DHFe,42.3333
GGH_6DHFl,42.3333
GGH_6THFe,42.3333
GGH_6THFl,42.3333
GGH_7DHFe,42.3333
GGH_7DHFl,42.3333
GGH_7THFe,42.3333
GGH_7THFl,42.3333
GGLUCT,38
GGNG,54.3334
GGT_L,NaN
GGT5r,1
GGT6,NaN
GHMT2rm,149.3334
GHMT3,149.3334
GLACO,188
GLACter,NaN
GLAl,35.6667
GLB1,104
GLBRAN,68.3333
GLCAASE1ly,67.3333
GLCAASE4ly,67.3333
GLCAASE5ly,67.3333
GLCAASE6ly,67.3333
GLCAASE7ly,67.3333
GLCAASE8ly,81
GLCAASE9ly,67.3333
GLCAE1g,NaN
GLCAE2g,93
GLCAT2g,138.3333
GLCAT3g,138.3333
GLCAT4g,138.3333
GLCAT5g,138.3333
GLCAT6g,401.3334
GLCAT7g,401.3334
GLCAT8g,401.3334
GLCAT9g,401.3334
GLCATg,63.3334
GLCMter,NaN
GLCNACASE1ly,25
GLCNACASE2ly,25
GLCNACASE3ly,25
GLCNACASE4ly,25
GLCNACASE5ly,25
GLCNACDASg,611.6666
GLCNACT1g,201.6666
GLCNACT2g,469.3334
GLCNACT3g,469.3334
GLCNACT4g,469.3334
GLCNACT5g,469.3334
GLCt1r,525.3334
GLCt2_2,0
GLCter,NaN
GLCtg,5.6667
GLCtly,NaN
GLCURter,NaN
GLCURtly,21.3333
GLDBRAN,472.0002
GLGNS1,54.3334
GLNALANaEx,219
GLNASNNaEx,219
GLNCYSNaEx,219
GLNLASEer,NaN
GLNSERNaEx,219
GLNTHRNaEx,219
GLNtm,NaN
GLNtN1,3.6667
GLPASE1,168.6667
GLPASE2,168.6667
GLRASE,NaN
GLU5Km,122.3333
GLUCYS,52.3333
GLUDC,7.9999
GLUDxm,154
GLUDym,154
GluForTx,10.6666
GLUNm,504
GLUt2m,112.6667
GLUt6,39.6667
GLUt7l,NaN
GLUTCOADHm,29.3334
GLUtr,NaN
GLUVESSEC,12.6667
GLXO2p,0
GLXtm,NaN
GLXtp,NaN
GLYAMDTRc,0.33333
GLYATm,68.3333
GLYBt4_2_r,1.3333
GLYBtm,NaN
GLYC3Ptm,NaN
GLYCK2,NaN
GLYCLTDy,97.3333
GLYCLTDym,NaN
GLYCLTtp,NaN
GLYC_St,NaN
GLYCtm,NaN
GLYCTO1p,0
GLYKm,11.3333
GLYOp,NaN
GLYOXm,11
GLYt4,348
GLYt7_211_r,88
GLYtm,NaN
GLYtp,NaN
GLYVESSEC,0
GMPtg,NaN
GMPtn,NaN
GNDer,176.6667
GNMT,0
GP1CALPHAte,NaN
GP1CALPHAtg,NaN
GP1Cte,NaN
GP1Ctg,NaN
GPAM_hs,136
GPIAT,79
GPIDA2er,61.6667
GPIDAer,61.6667
GPIMTer_U,27.3333
GQ1BALPHAte,NaN
GQ1BALPHAtg,NaN
GQ1Bte,NaN
GQ1Btg,NaN
GRTTx,29
GSNt,106.3333
GSNt4,1.3333
GSNtl,10.3333
GT1Ate,NaN
GT1Atg,NaN
GTHDH,NaN
GTHO,121.6667
GTHOm,121.6667
GTHP,964
GTHPe,317.6667
GTHPm,626.6667
GTHRDt,NaN
GTHRDtr,NaN
GTHS,61.3333
GTMLTe,11.0001
GUACYC,124.9999
GUAD,0
GULLACter,NaN
GULN3D,NaN
GULNDer,NaN
GULNter,NaN
GUR1PP,NaN
H2CO3Dm,8
H2ETer,86
H2MTer_U,26.6667
H2O2syn,21.6666
H2O2t,NaN
H2O2tly,NaN
H2O2tm,NaN
H2O2tn,NaN
H2O2tp,NaN
H2Oter,NaN
H2Otg,NaN
H2Otly,NaN
H2Otm,0
H2Otn,NaN
H2Otp,NaN
H3ETer,86
H3MTer_U,12.6667
H4ET3er,105.6668
H4ETer,86
H5MTer_U,26.6667
H6_ET2er,48.6667
H6ET3er,105.6668
H6_ETer,86
H6MTer_U,0.66667
H7ET2er,48.6667
H7_ETer,86
H7MTer_U,0.66667
H7_TAer,17
H8TAer,17
HACD1m,100.6666
HACD1x,119
HACD9m,102.6666
HAS1,50.9999
HAS2,50.9999
HAtly,NaN
HBZOPT10m,26.6667
HCO3_CLt,94.0001
HCOUMARINte,NaN
HDCAter,NaN
HDCAtr,2.6667
HDCEAtr,0
HDD2COAtx,NaN
HESTRATRIOLte,NaN
HESTRATRIOLtr,NaN
HEX10,950.6669
HEX4,950.6669
HEXCCOAtx,NaN
HEXCt,NaN
HGNTOR,0.66667
HIBDm,71.3333
HISDC,0
HISt4,64.6667
HISTASE,36.3333
HISTAtu,29.6667
HISTAVESSEC,10.6667
HIStiDF,276.3333
HIStN1,1
HKt,0
HKYNH,0
HMGCOASi,354.6666
HMGCOASim,1.3333
HMGCOAtm,NaN
HMGCOAtx,NaN
HMGLm,13.6667
HMGLx,0.66667
HOMt4,152.3333
HOXG,72
HPACtr,NaN
HPCLx,0
HPDCACRNCPT1,13
HPDCACRNCPT2,13.3333
HPDCACRNt,3
HPDCAt,NaN
HPYRDC,NaN
HPYRDCm,NaN
HPYRR2x,1451
HPYRRy,97.3333
HPYRtp,NaN
HRETNtn,NaN
HS1ly,28.3333
HS2ly,28.3333
HS3ly,28.3333
HS4ly,28.3333
HSAT1ly,NaN
HSAT2ly,NaN
HSAT3ly,NaN
HSAT4ly,NaN
HSD11B1r,0
HSD11B2r,0.66667
HSD17B1,16.6666
HSD17B2r,0.33333
HSD17B42x,84
HSD17B4x,84
HSD17B7r,22.3333
HSD17B8r,0.33333
HSD17B9r,22.3333
HSD3A1r,0
HSD3A2r,0
HSD3B11,0
HSD3B11r,0
HSD3B12r,0
HSD3B13,0
HSD3B13r,0
HSD3B2r,0
HSD3B3r,0
HSD3B7P,1.6667
HSPASEly,NaN
HSPGt,NaN
HSPGtly,NaN
HTAXOLte,NaN
Htg,NaN
Htr,NaN
Htx,NaN
HXANtx,NaN
HYPOE,0.66667
HYPTROX,NaN
ICDHxm,102
ICDHy,114
ICDHyp,114
ICDHyrm,18.6667
IDHPOXOX2b,8.3335
IDHPOXOX3,8.3335
IDHPOXOX4,8.3335
IDHPOXOXb,8.3335
IDOAASE1ly,9.6667
IDOAASE2ly,9.6667
IDOAASE3ly,9.6667
IDOAASE4ly,9.6667
IDOURtly,21.3333
IDPtn,NaN
ILEt4,67.6667
ILEt5m,NaN
ILETAm,37
ILEtec,29.3333
INOSTO,0.33333
INSt,106.3333
INSt4,1.3333
INSTt2r,6.3333
INSTt4,279.3333
IPDDIx,27.3333
IPDPtx,NaN
It,0
ITCOAL1m,37.3333
ITCOALm,24.6667
ITPtn,NaN
KAS8,842
KCC2t,315.3333
KCCt,324.6666
KDNH,NaN
KHK,14.6666
KHK2,14.6666
KHK3,14.6666
KSII_CORE2t,NaN
KSII_CORE2tly,NaN
KSII_CORE4t,NaN
KSII_CORE4tly,NaN
KSItly,NaN
Kt3g,119.3333
KYN,0
KYN3OX,0
KYNAKGAT,48.0001
KYNATESYN,NaN
LACZe,52.6667
LALDO,0.66667
LAPCOAl,49.3334
LCADi_D,337.3333
LCADim,465.6666
LCAT1e,19.3333
LCTStg,NaN
LCYSTAT,98.3333
LCYSTCBOXL,15.6666
LDH_Lm,1342.6666
LEUKTRA4t,0
LEUKTRA4tr,NaN
LEUKTRB4t,0
LEUKTRB4tr,NaN
LEUKTRC4t,25.3333
LEUKTRD4t,NaN
LEUKTRD4tr,NaN
LEUKTRE4t,0
LEUKTRF4t,0
LEUt4,503.6666
LEUt5m,NaN
LEUTAm,37
LEUtec,29.3333
LFORKYNHYD,0
LGNCCOAtx,NaN
LGNCt,0
LIMNENte,NaN
LINKDEG1ly,NaN
LINKDEG2ly,NaN
LINKDEG3ly,NaN
LINKDEG4ly,NaN
LIPOti,94.3333
L_LACDcm,1
L_LACtcm,0
L_LACtm,39.3333
LNELDCCPT1,16
LNELDCCPT2,13.3333
LNELDCCRNt,3
LNELDCt,NaN
LNLCCPT1,16
LNLCCPT2,13.3333
LNLCCRNt,3
LNLCt,2.6667
LNLNCACPT1,16
LNLNCACPT2,13.3333
LNLNCACRNt,3
LNLNCAt,2.6667
LNLNCGCPT1,16
LNLNCGCPT2,13.3333
LNLNCGCRNt,3
LNLNCGt,2.6667
LNS14DM,0
LNSTLSr,187.6667
LPASE,6.3333
LPCHOLt,NaN
LPCOXp,3.3333
LPS,35.9999
LPS2,26.6666
LPS2e,1.3333
LPS3,78
LPS3e,1.3333
LPS4e,0
LRAT,0
LRAT1,NaN
LRAT2,NaN
LSTO1r,57.3333
LSTO2r,57.3333
LTA4H,65.3333
LTC4CP,NaN
LTC4Sr,59.6667
LTD4DP,NaN
LTDCL,0
LYSOXp,NaN
LYSt4,94.3334
LYStiDF,428.6666
LYStip,NaN
LYStm,36.3333
LYStn,NaN
M4BTAer,17
M4CET3er,105.6668
MACACI,209.0001
MACOXO,102.6666
MAGt,NaN
MALSO3tm,14.3333
MALSO4tm,14.3333
MALTe,3.6667
MALTly,66.6667
MALtm,14.3333
MALTSULtm,14.3333
MALTt1r,222.6667
MANt1r,244.0001
MANtly,NaN
MAOLNOR,32
MAOX,39.6666
MCCCrm,29.6667
MCD,13
MCDm,13
MCDp,13
MCITS,NaN
MCLACCYSR,NaN
MCLOR,1450.3333
MCPST,78
MDHm,311.6667
MDRPD,NaN
ME1m,89
ME2,51
ME2m,92.6667
MECOALm,24.6667
MECOAS1m,37.3333
MELATN23DOX,0
MELATNOX,1.3333
MEOHt2,NaN
MEOHtly,NaN
MEPIVESSte,NaN
MERCPLACCYSt,NaN
MESCOALm,NaN
METAT,110.6666
METLEUex,3.3333
METS,130.3333
METt4,101.3334
METtec,29.3333
MEVK1x,21
MGACONm,NaN
MGCHrm,8.6667
MGSA,NaN
MGSA2,NaN
MHISOR,57.3332
MI1345PP,397
MI134P4P,NaN
MI134PP,16
MI13PP,NaN
MI145PK,48
MI145PP,397
MI14P4P,NaN
MI14PP,16
MI14Ptn,NaN
MI1P_Dtn,NaN
MI1PS,2.6667
MI34PP,237.0001
MINOHPtn,NaN
MLTG1,15.6667
MLTG1e,3.6667
MLTG1ly,66.6667
MMCDm,13
MMEm,5.6667
MMMm,31
MMSAD1m,23.6667
MMSAD3m,23.6667
MMTSADm,NaN
MOGAT,0
MTAP,96.6667
MTHFCm,380.6667
MTHFD2m,264.6667
MTHFDm,709.3334
MTHGXLt,NaN
N2M2NMASNtly,NaN
N3Tg,180
N4Tg,NaN
NABTNO,264
NACASPAH,0
NACASPtm,NaN
NACHEX10ly,157.9999
NACHEX11ly,66.6666
NACHEX12ly,157.9999
NACHEX13ly,157.9999
NACHEX14ly,157.9999
NACHEX15ly,157.9999
NACHEX16ly,157.9999
NACHEX17ly,157.9999
NACHEX18ly,66.6666
NACHEX19ly,157.9999
NACHEX1ly,157.9999
NACHEX20ly,157.9999
NACHEX21ly,157.9999
NACHEX22ly,157.9999
NACHEX23ly,157.9999
NACHEX24ly,157.9999
NACHEX25ly,157.9999
NACHEX26ly,157.9999
NACHEX27ly,157.9999
NACHEX2ly,157.9999
NACHEX3ly,66.6666
NACHEX4ly,66.6666
NACHEX5ly,66.6666
NACHEX6ly,157.9999
NACHEX7ly,157.9999
NACHEX8ly,157.9999
NACHEX9ly,157.9999
NACHEXA10ly,66.6666
NACHEXA11ly,66.6666
NACHEXA12ly,66.6666
NACHEXA13ly,66.6666
NACHEXA14ly,66.6666
NACHEXA15ly,66.6666
NACHEXA16ly,66.6666
NACHEXA17ly,66.6666
NACHEXA18ly,66.6666
NACHEXA19ly,66.6666
NACHEXA1ly,66.6666
NACHEXA20ly,66.6666
NACHEXA21ly,66.6666
NACHEXA22ly,66.6666
NACHEXA2ly,66.6666
NACHEXA3ly,66.6666
NACHEXA4ly,66.6666
NACHEXA5ly,66.6666
NACHEXA6ly,66.6666
NACHEXA7ly,66.6666
NACHEXA8ly,66.6666
NACHEXA9ly,66.6666
NACUP,NaN
NADHtpu,NaN
NADHtru,NaN
NADNe,0
NADPHtru,NaN
NADPHtxu,NaN
NADPN,NaN
NADPNe,0
NADPtru,NaN
NADPtxu,NaN
NADtn,NaN
NADtru,NaN
NAGA2ly,86.3333
NAGAlby,NaN
NAGAly,86.3333
NAGLCAly,NaN
NAHCO3_HCLt,33.6667
NAIt,0
NaKt,8.3332
NAt,279.3333
NAt3_1g,119.3333
NAt5,62.6667
NAtx,NaN
NBAHH_ir,118
NCAMUP,NaN
NCCt,0
NCKt,62.0001
NCNt,47.6667
NDP10ex,293
NDP3ex,293
NDP6,44.3333
NDP7er,522.6667
NDP7ex,293
NDP7g,175.6667
NDP8,96.3333
NDP8ex,293
NDPK10,282.0001
NDPK10n,50.3334
NDPK1m,217.3333
NDPK1n,50.3334
NDPK2n,50.3334
NDPK3m,217.3333
NDPK3n,50.3334
NDPK4m,120.3333
NDPK4n,50.3334
NDPK5m,217.3333
NDPK5n,50.3334
NDPK6m,217.3333
NDPK6n,50.3334
NDPK7m,120.3333
NDPK7n,50.3334
NDPK8m,217.3333
NDPK8n,50.3334
NDPK9n,50.3334
NH4t3r,0
NH4tn,NaN
NH4tp,NaN
NICRNS,NaN
NICRNTtn,NaN
NIFEDIPINEte,NaN
NKCC2t,100
NKCCt,100
NMNATm,2.6667
NMNATn,14.6667
NMNATr,20.0001
NMNS,98.6667
NMNtn,NaN
NNATn,14.6667
NNMT,293
NORANMT,0.33333
NOS1,34.3332
NOS2,34.3332
NOt,NaN
NP1,53
NPTHLte,NaN
NRPPHRSFt,NaN
NRPPHRSULT,13.6667
NRPPHRt4_2_r,0
NRPPHRtu,3
NRPPHRVESSEC,10.6667
NRVNCCOAtx,NaN
NS26T2g,0
NS26Tg,0
NTD12,28.3333
NTD1m,0.66667
NTD2e,0
NTD2l,49.3334
NTD4e,3.3333
NTD4l,49.3334
