Reaction_ID,RAS
4HOXPACDOX_NADP_,132
4MOPt2im,NaN
4MPTNLte,NaN
4MPTNLtm,NaN
4MTOLBUTAMIDEte,NaN
4NPHSFte,NaN
4NPHSULT,88
4NPHte,NaN
4PYRDX,NaN
5ADTSTSTERONEGLCte,176
5ADTSTSTERONEGLCtr,NaN
5ADTSTSTERONESte,NaN
5ADTSTSTERONESULT,3.3333
5ADTSTSTERONEte,NaN
5ADTSTSTERONEtr,NaN
5AOPtm,NaN
5DHFtl,NaN
5FTHFt2,176
5HLTDL,0
5HOMEPRAZOLEte,NaN
5HOXINDACTO2OX,114.6667
5HOXINOXDA,33
5HTRPVESSEC,13.3333
5MTHFt,86.3331
5MTHFt2,176
5THFtl,NaN
5THFtm,NaN
6DHFtl,NaN
6DHFtm,NaN
6HTSTSTERONEte,NaN
6HTSTSTERONEtr,NaN
6THFtl,NaN
6THFtm,NaN
7DHCHSTEROLtr,NaN
7DHFtl,NaN
7DHFtm,NaN
7THFtl,NaN
7THFtm,NaN
A_MANASEly,25.3333
A4GALTc,1
A4GALTg,1
A4GNT1g,0.66667
A4GNT2g,0.66667
AACTOOR,17
AACTtm,NaN
AASAD3m,NaN
AATAi,60.6666
ABO1g,0
ABO2g,0
ABO3g,0
ABO4g,0
ABO5g,0
ABO6g,0
ABO7g,0
ABO8g,0
ABO9g,0
ABTArm,126.6666
ABTD,NaN
ABTti,NaN
ABUTt2rL,103.6667
ABUTt4_2_r,8
ACACT10m,328
ACACT1rm,149
ACACT1x,28.6667
ACACt2m,76
ACACT4p,24.3333
ACACT5p,24.3333
ACACT6p,24.3333
ACACT7p,24.3333
ACACT8p,24.3333
ACACT9p,24.3333
ACACtx,NaN
ACALDtm,NaN
ACALDtr,NaN
ACALDtx,NaN
ACCOACm,14
ACCOAgt,35.3333
ACCOALm,26.6666
ACCOAtn,NaN
ACCOAtr,35.3333
ACETONEt2,505
ACETONEt2m,76
ACGAGBSIDEtg,NaN
ACGAGBSIDEtl,NaN
ACGALFUCGALACGALFUC12GAL14ACGLCGALGLUSIDEte,NaN
ACGALFUCGALACGALFUC12GAL14ACGLCGALGLUSIDEtg,NaN
ACGALFUCGALACGALFUCGALACGLCGAL14ACGLCGALGLUSIDEte,NaN
ACGALFUCGALACGALFUCGALACGLCGAL14ACGLCGALGLUSIDEtg,NaN
ACGALK,NaN
ACGALK2,NaN
ACGALtlg,NaN
ACGALtly,NaN
ACGAM6PSi,117
ACGAMK,79
ACGAMPM,50.6667
ACGAMtly,NaN
ACGBGBSIDEtg,NaN
ACGBGBSIDEtl,NaN
ACGPID,10.6667
ACGSm,7.6667
ACHEe,10.6666
ACHtn,NaN
ACHVESSEC,0.33333
ACITL,970
ACN13ACNGALGBSIDEte,NaN
ACN13ACNGALGBSIDEtg,NaN
ACN23ACNGALGBSIDEte,NaN
ACN23ACNGALGBSIDEtg,NaN
ACNACNGAL14ACGLCGALGLUSIDEte,NaN
ACNACNGAL14ACGLCGALGLUSIDEtg,NaN
ACNACNGALGBSIDEte,NaN
ACNACNGALGBSIDEtg,NaN
ACNAM9PL,60.6667
ACNAM9PL2,60.6667
ACNAMlt,22.3333
ACNAMPH,89
ACNAMtn,NaN
ACNGALACGLCGAL14ACGLCGALGLUSIDEte,NaN
ACNGALACGLCGAL14ACGLCGALGLUSIDEtg,NaN
ACNMLr,NaN
ACOAD10m,75.6667
ACOAD1fm,206.6667
ACOAD8m,89.3333
ACOAD9m,73.6667
ACOAHi,0
ACOAO7p,271.3334
ACODA,4
ACONTm,252.6666
ACOX22x,2
ACOX2x,2
ACP1_FMN_,317.3333
ACRNtm,2.3333
ACS2,127
ACSm,0.33333
ACSRTNMT,0
ACt2m,NaN
ACt2r,NaN
ACtg,NaN
ACTLMO,5.6667
ACTNMO,5.6667
ADA,24
ADAe,24
ADCim,NaN
ADEt,44.3333
ADK1m,1134
ADK3,59.3334
ADK3m,80
ADKd,59.3334
ADMDC,164.3333
ADNCYC,469.9999
ADNK1m,NaN
ADNt,179.6666
ADNt4,3
ADNtl,22.6667
ADNtm,135.3333
ADPMAN,73.3333
ADPRIBt,0
ADPtx,NaN
ADRNCOAtx,NaN
ADRNCPT1,22.3332
ADRNCPT2,24
ADRNCRNt,4.6666
ADRNLPVESSEC,13.3333
ADRNt,NaN
ADSK,199.3333
ADSL1,118
ADSL2,118
AFLATOXINte,NaN
AG13T16g,198.9999
AG13T17g,198.9999
AG13T18g,198.9999
AG13T1g,198.9999
AG13T2g,198.9999
AG13T3g,198.9999
AGMTm,1
AGPAT1,547.6666
AGTim,0.66667
AGTix,0
AHANDROSTANGLCte,176
AHANDROSTANGLCtr,NaN
AHCYStr,NaN
AHEXASE2ly,217.9999
AHEXASEly,217.9999
AIRCr,854
AKGDm,116.6666
AKGMALtm,51.6666
AKGt4_3,20
AKGtp,NaN
AKR1C1,2.6667
AKR1C41,2.6667
AKR1C42,2.6667
AKR1D,0.33333
AKR1D2,0.33333
ALAASNNaEx,454.3333
ALACYSNaEx,705
ALADGLNexR,1.3333
ALADGLYexR,1.3333
ALAGLNexR,1.3333
ALAGLNNaEx,454.3333
ALAGLYexR,1.3333
ALASERNaEx,705
ALASm,207.9999
ALAt4,1062.3334
ALATA_L,190
ALATHRNaEx,705
ALAtN1,5
ALCD21_D,328.3333
ALCD21_L,328.3333
ALCD22_D,328.3333
ALCD22_L,328.3333
ALCD2if,328.3333
ALCD2yf,142.6666
ALDD20x,317.3332
ALDD20xm,288
ALDD21,0
ALDD2xm,229.3334
ALDD2y,240.6666
ALDSTRNte,NaN
ALDSTRNtm,NaN
ALOX12,14.3333
ALOX15,0
ALOX5,40
ALOX52,40
ALR2,288.3333
ALR3,288.3333
AMACR2p,2.6666
AMACRp,2.6666
AMCOXO,NaN
AMETr,NaN
AMETt2m,62.0001
AMPDA,652.3334
AMPTASECGe,2
AMPtp,NaN
AMY1e,10
AMY2e,10
ANDRSTRNGLCte,176
ANDRSTRNGLCtr,NaN
ANDRSTRNte,NaN
ANDRSTRNtr,NaN
ANTIPYRENEte,NaN
AOBUTDsm,NaN
APAT2rm,126.6666
APNNOXte,NaN
APOCF,NaN
APOCFm,NaN
APOC_LYS_BTNP,NaN
APOC_LYS_BTNPm,NaN
APPNNte,NaN
APRTO2,33
AQCOBALt,NaN
ARAB_Lt,NaN
ARABR,288.3333
ARACHCOAtx,NaN
ARACHCPT1,22.3332
ARACHCPT2,24
ARACHCRNt,2.3333
ARACHDCOAtx,NaN
ARACHDt2,6
ARACHDtr,NaN
ARACHt,NaN
ARGDCm,21.3333
ARGLYSex,1.3333
ARGNm,28
ARGSS,134
ARGt4,144.6667
ARGtm,58
ARSA,41.3333
ARTCOAL1,NaN
ARTCOAL2,NaN
ARTCOAL3,NaN
R_group_phosphotase_1,NaN
R_group_phosphotase_2,NaN
R_group_phosphotase_3,NaN
ARTFR208,NaN
ARTPLM3,NaN
ARTPLM3m,NaN
ASAH1,202
ASCBOX,NaN
ASCBt,NaN
ASCBt4,218
ASNALANaEx,454.3333
ASNCYSNaEx,454.3333
ASNGLNNaEx,454.3333
ASNNm,8.3333
ASNS1,90.9999
ASNSERNaEx,454.3333
ASNt4,782.3334
ASNTHRNaEx,454.3333
ASNtm,NaN
ASNtN1,5
ASPCTr,321
ASPDt6,63.3333
ASPDxt,NaN
ASPGLUm,122.6667
ASPNATm,NaN
ASPt6,63.3333
ASPTAm,343
ATP1ter,NaN
ATP2ter,NaN
ATPasel,8
ATPH1e,269
ATPH2e,271.6667
ATPtm,897.3333
ATPtn,NaN
ATPtx,NaN
AVITE2t,NaN
B_MANNASEly,43.6667
B3GALT3g,181.3332
B3GALT41g,1.3333
B3GALT42g,1.3333
B3GALT43g,1.3333
B3GALT44g,1.3333
B3GALT5g,170
B3GALTg,NaN
B3GNT11g,44
B3GNT12g,60.3333
B3GNT310g,2
B3GNT311g,2
B3GNT312g,2
B3GNT313g,2
B3GNT314g,2
B3GNT315g,2
B3GNT31g,2
B3GNT32g,2
B3GNT33g,2
B3GNT34g,2
B3GNT35g,2
B3GNT36g,2
B3GNT37g,2
B3GNT39g,2
B3GNT51g,44.6667
BAAT1x,0.66667
BAAT2x,0.66667
BAAT3x,0.66667
BAAT4x,0.66667
BACCL,42
BACCLm,42
BALAtmr,NaN
BALAVECSEC,0
BAMPPALDOX,317.3332
BBHOX,1.3333
BCDO,0
BDHm,117
BETALDHxm,NaN
BHBt,NaN
BHBtm,NaN
BHMT,0.66666
BILDGLCURt,2.6667
BILDGLCURte,312
BILDGLCURtr,NaN
BILGLCURt,32
BILGLCURte,176
BILGLCURtr,NaN
BILIRED,134.6667
BILIRUBt2,2.6667
BILIRUBtr,NaN
BIOCYTtn,NaN
BMTer_U,13.6667
BPNT2,32.3333
BTND1,131
BTND1n,131
BTNDe,131
BTNDm,131
BTNPL,42
BTNPLm,42
BTNt2,76
BTNt2m,76
BTNt3i,140
BTNt4i,0
BTNtn,NaN
BUP2,1.3333
BUTt2m,76
BVITEt,NaN
BZt,NaN
BZtr,NaN
C14STRr,11
C160CPT1,19.6665
C160CPT2,30.3333
C160CRNt,2.3333
C161CPT1,22.3332
C161CPT12,22.3332
C161CPT2,24
C161CPT22,24
C161CRN2t,2.3333
C161CRNt,2.3333
C180CPT1,22.3332
C180CPT2,24
C180CRNt,2.3333
C181CPT1,22.3332
C181CPT2,24
C181CRNt,2.3333
C204CPT1,22.3332
C204CPT2,24
C204CRNt,2.3333
C226COAtx,NaN
C226CPT1,22.3332
C226CPT2,24
C226CRNt,NaN
C3STDH1Pr,44.3333
C3STDH1r,44.3333
C3STKR2r,132
C4STMO1r,119.3333
C4STMO2Pr,44.3333
C4STMO2r,163.6666
CAATPS,497.6666
CAROtr,NaN
CARVEOLte,NaN
CAT2p,60
CAt7r,47.0002
CATm,60
CATp,60
CBL2OR,NaN
CBL2tm,3.6667
CBPPer,132
CBPSam,116.6666
CBPter,NaN
CBR2,33
CDIPTr,82
CDPDAGtm,NaN
CDS,125.3334
CDSm,125.3334
CEPTC,103.6667
CEPTE,25.6667
CERK,187.3334
CERT1gt,70.3333
CERT1rt,70.3333
CERT2gt,70.3333
CERT2rt,70.3333
CGLYt3_2_,3.3333
CH25H,0
CHAT,0
CHATn,0
CHLP,4.3333
CHLPCTD,156.6666
CHLtm,NaN
CHOLATEt,17
CHOLATEt2,3.6667
CHOLATEt3,264
CHOLD2m,9.3333
CHOLK,116.6666
CHOLPtg,NaN
CHOLPtl,NaN
CHOLt4,0
CHOLtg,NaN
CHOLtn,NaN
CHOLtr,NaN
CHOLtu,47.3333
CHSTEROLSULT,4.3333
CHSTEROLt1,56.6667
CHSTEROLt2,NaN
CHSTEROLt3,NaN
CHSTEROLtg,20
CHTNASE,10.6667
CHTNASEe,0
CITMCOAHm,NaN
CITMCOALm,NaN
CITRtm,58
CITt4_2,0
CITtam,103.6667
CITtbm,103.6667
CK,21.3334
CKc,44
CLFORtex,1.3333
CLHCO3tex2,117.9999
CLI2tex,1.3333
CLOHtex2,117.9999
CLOXAtex2,117.9999
CLPNDCOAtx,NaN
CLPNDCPT1,22.3332
CLPNDCPT2,24
CLPNDCRNt,2.3333
CLPNDt,NaN
CLS_hs,6.3333
CMPACNAtg,8.3333
CMPACNAtn,NaN
CMPSAS,49
CMPSASn,49
CO2ter,NaN
CO2tg,NaN
CO2tm,NaN
CO2tp,NaN
COAtg,NaN
COAtl,NaN
COAtm,65.3333
COAtn,NaN
COAtp,NaN
COAtr,NaN
COKECBESr,73
COQ3m,8.3333
COQ5m,NaN
COQ6m,60
COQ7m,25.3333
CORE2GTg,41
CORE3GTg,0
CORE4GTg,1
CORE5GTg,NaN
CORE6GTg,39
CORE7GTg,NaN
CORE8GTg,NaN
COt,NaN
COUCOAFm,NaN
COUMARINte,NaN
CREATt4_2_r,174.6666
CREATtmdiffir,NaN
CRMPte,NaN
CRNCAR3tp,NaN
CRNCARtp,13.3333
CRNt,47.3333
CRNtHa,20.3333
CRNtim,2.3333
CRNtuNa,47.3333
CRNtx,NaN
CRTNsyn,NaN
CRTSLt,NaN
CRTSLtm,NaN
CRTSLtr,NaN
CRTSTRNt,NaN
CRTSTRNtm,NaN
CRVNCtr,NaN
CSAPASEly,NaN
CSBPASEly,NaN
CSCPASEly,NaN
CSDPASEly,NaN
CSEPASEly,NaN
CSm,1033.3334
CSNAT2m,13.3333
CSNAT2x,28.3333
CSNAT3x,15
CSNATer,13.3333
CSNATm,13.3333
CSNATp,15
CSNATr,13.3333
CSNt,44.3333
CSPG_At,NaN
CSPG_Atly,NaN
CSPG_Bt,NaN
CSPG_Btly,NaN
CSPG_Ct,NaN
CSPG_Ctly,NaN
CSPG_Dt,NaN
CSPG_Dtly,NaN
CSPG_Et,NaN
CSPG_Etly,NaN
CTPtn,NaN
CYANt,NaN
CYANtm,NaN
CYSALANaEx,705
CYSASNNaEx,454.3333
CYSGLNNaEx,454.3333
CYSGLTH,NaN
CYSGLUexR,2.6666
CYSGLYexR,3.9999
CYSO,2
CYSSERNaEx,705
CYSt4,150.3334
CYSTA,200.6667
CYStec,22
CYSTGLUex,1.3333
CYSTHRNaEx,705
CYSTSERex,0
CYTD,24.3333
CYTDK1,145.3333
CYTDK2m,NaN
CYTDn,0
CYTDt,179.6666
CYTDt4,2.6667
CYTDtl,22.6667
CYTDtm,135.3333
CYTDtn,NaN
CYTK10,162.3333
CYTK10n,162.3333
CYTK11,162.3333
CYTK11n,162.3333
CYTK12,162.3333
CYTK12n,162.3333
CYTK13,162.3333
CYTK13n,162.3333
CYTK14,162.3333
CYTK14n,162.3333
CYTK1m,2
CYTK1n,162.3333
CYTK2n,162.3333
CYTK3,59.3334
CYTK3n,162.3333
CYTK4,59.3334
CYTK4n,162.3333
CYTK5,162.3333
CYTK5n,162.3333
CYTK6,162.3333
CYTK6n,162.3333
CYTK7,162.3333
CYTK7n,162.3333
CYTK8,162.3333
CYTK8n,162.3333
CYTK9,162.3333
CYTK9n,162.3333
D_3AIBt,NaN
D3AIBTm,0
DADA,24
DADAe,24
DADNK,NaN
DADNt4,44.3333
DAG_HSter,NaN
DAGK_hs,986.3334
DAGKn_hs,114
DAGt,NaN
DALAOXx,0
DALAt2r,103.6667
DALAxt,NaN
DARGOp,0
DASCBH,NaN
DASCBR,172.3333
DASPO1p,2
DATPtn,NaN
DCIm,85.6667
DCK1m,NaN
DCK1n,77.6667
DCK2n,77.6667
DCSPTN1COAtx,NaN
DCSPTN1CPT1,22.3332
DCSPTN1CPT2,24
DCSPTN1CRNt,2.3333
DCSPTN1t,NaN
DCT,0
DCTPtn,NaN
DCYTD,24.3333
DCYTDn,0
DCYTt,44.3333
DDPGAm,NaN
DEBRISOQUINEt,0
DECDPtm,NaN
DEDOLP1_L,NaN
DEDOLP2_L,NaN
DEDOLR_L,NaN
DESAT16_2,1345
DESAT18_10,371.3333
DESAT18_3,1345
DESAT18_4,1345
DESAT18_5,1345
DESAT18_6,371.3333
DESAT18_7,371.3333
DESAT18_8,371.3333
DESAT18_9,785
DESAT20_1,413.6667
DESAT20_2,413.6667
DESAT22_1p,NaN
DESAT22_2p,NaN
DESAT24_1,371.3333
DGAT,57.6667
DGCHOLte,NaN
DGCHOLtx,NaN
DGK2m,NaN
DGNSKm,381.6665
DGSNt,44.3333
DGSNtm,NaN
DGTPtn,NaN
DGULND,NaN
DHAAt1r,640.9999
DHCHOLESTANATEtm,NaN
DHCR241r,517
DHCR242r,517
DHCR243r,517
DHCR71r,146
DHCR72r,146
DHCRD1,168.6667
DHCRD2,168.6667
DHDPBMTm,8.3333
DHEASt,46.6666
DHEAStr,NaN
DHEASULT,3.3333
DHEAtr,NaN
DHFtl,NaN
DHFtm,NaN
DHORD9,25.6667
DHPM1,1136.6667
DHPM2,626
DHPR2,NaN
DIDPtn,NaN
DIGALSGALSIDEtg,NaN
DIGALSIDEtg,NaN
DIGALSIDEtl,NaN
DINt,44.3333
DITPtn,NaN
DKMPPD,NaN
D_LACt2,511
D_LACtm,76
DLNLCGCPT1,22.3332
DLNLCGCPT2,24
DLNLCGCRNt,2.3333
DLNLCGt,6
DM_13_cis_oretn_n_,NaN
DM_13_cis_retn_n_,NaN
DM_Asn_X_Ser_Thr_ly_,NaN
DM_avite2_c_,NaN
DM_bvite_c_,NaN
DM_core5_g_,NaN
DM_core7_g_,NaN
DM_core8_g_,NaN
DM_datp_m_,NaN
DM_datp_n_,NaN
DM_dctp_m_,NaN
DM_dctp_n_,NaN
DM_dem2emgacpail_prot_hs_r_,NaN
DM_dgpi_prot_hs_r_,NaN
DM_dgtp_m_,NaN
DM_dgtp_n_,NaN
DM_dsT_antigen_g_,NaN
DM_dttp_m_,NaN
DM_dttp_n_,NaN
DM_ethamp_r_,NaN
DM_gncore2_g_,NaN
DM_gpi_sig_er_,NaN
DM_hretn_n_,NaN
DM_kdn_c_,NaN
DM_m_em_3gacpail_prot_hs_r_,NaN
DM_melanin_c_,NaN
DM_mem2emgacpail_prot_hs_r_,NaN
DM_n5m2masn_g_,NaN
DM_oretn_n_,NaN
DM_Ser_Thr_ly_,NaN
DM_Ser_Gly_Ala_X_Gly_ly_,NaN
DM_sprm_c_,NaN
DM_sTn_antigen_g_,NaN
DM_T_antigen_g_,NaN
DM_yvite_c_,NaN
DMANTIPYRINEte,NaN
DMATTx,45.3333
DMGDHm,0
DMGtm,NaN
DMHPTCRNCPT2,NaN
DMHPTCRNt,NaN
DMHPTCRNte,NaN
DMNONCOACRNCPT1,NaN
DMNONCRNCPT2,NaN
DMNONCRNt,NaN
DNADtn,NaN
DNDPt10m,19.3333
DNDPt11m,19.3333
DNDPt12m,19.3333
DNDPt13m,19.3333
DNDPt14m,19.3333
DNDPt15m,19.3333
DNDPt16m,19.3333
DNDPt17m,19.3333
DNDPt18m,19.3333
DNDPt19m,19.3333
DNDPt1m,19.3333
DNDPt20m,19.3333
DNDPt21m,19.3333
DNDPt23m,19.3333
DNDPt24m,19.3333
DNDPt25m,19.3333
DNDPt28m,19.3333
DNDPt2m,19.3333
DNDPt30m,19.3333
DNDPt31m,19.3333
DNDPt32m,19.3333
DNDPt37m,19.3333
DNDPt38m,19.3333
DNDPt39m,19.3333
DNDPt3m,19.3333
DNDPt40m,19.3333
DNDPt41m,19.3333
DNDPt42m,19.3333
DNDPt43m,19.3333
DNDPt44m,19.3333
DNDPt45m,19.3333
DNDPt46m,19.3333
DNDPt47m,19.3333
DNDPt48m,19.3333
DNDPt49m,19.3333
DNDPt4m,19.3333
DNDPt50m,19.3333
DNDPt51m,19.3333
DNDPt52m,19.3333
DNDPt53m,19.3333
DNDPt54m,19.3333
DNDPt55m,19.3333
DNDPt56m,19.3333
DNDPt57m,19.3333
DNDPt58m,19.3333
DNDPt59m,19.3333
DNDPt5m,19.3333
DNDPt60m,19.3333
DNDPt61m,19.3333
DNDPt62m,19.3333
DNDPt63m,19.3333
DNDPt6m,19.3333
DNDPt7m,19.3333
DOGULNO1,NaN
DOLGLCP_Lter,NaN
DOLGPP_Ler,NaN
DOLICHOL_Lter,NaN
DOLICHOL_Uter,NaN
DOLK_L,NaN
DOLK_U,NaN
DOLMANP_Uter,NaN
DOLPGT3_Ler,59
DOLPGT3_Uer,59
DOLPMT3_Uer,41.3333
DOLPMT4_Ler,NaN
DOLPMT4_Uer,NaN
DOPABMO,45.6667
DOPACHRMISO,1.3333
DOPAMT,268
DOPAQNISO1,NaN
DOPASFt,NaN
DOPASULT,88
DOPAt4_2_r,0
DOPAtu,47.3333
DOPAVESSEC,13.3333
DORNOp,0
DPCOAtl,NaN
DPGase,341.6666
DPGM,341.6666
DPHMBDCm,NaN
DPMVDx,52
DPPS,NaN
DRIBt,NaN
DRPA,71.6667
DSAT,NaN
DTDPtn,NaN
DTTPtn,NaN
DUDPtn,NaN
DUMPtn,NaN
DURAD,32.6667
DURAD2,32.6667
DURIK1,518.6667
DURIK1m,68
DURIt,44.3333
DURItn,NaN
DUTPDPm,94.3333
DUTPDPn,64.3333
EAFLATOXINte,NaN
EBASTINEOHte,NaN
EBASTINEOHtr,NaN
EBASTINEte,NaN
EBASTINEtr,NaN
EBP1r,42.6667
EBP2r,42.6667
ECOAH12m,161.6666
ECOAH1m,177.6666
ECOAH1x,52.6667
ECOAH9m,161.6666
EHGLAT2m,343
EHGLATm,343
EICOSTETCPT1,22.3332
EICOSTETCPT2,24
EICOSTETCRNt,2.3333
EICOSTETt,NaN
ELAIDCPT1,22.3332
ELAIDCPT2,24
ELAIDCRNt,2.3333
ELAIDt,1.6667
ENGASE2ly,NaN
ENGASE3ly,NaN
ENGASEly,NaN
ESTRADIOLGLCt,70.6666
ESTRADIOLGLCt2,86.6667
ESTRADIOLGLCtr,NaN
ESTRADIOLt,NaN
ESTRADIOLtr,NaN
ESTRIOLGLCte,176
ESTRIOLGLCtr,NaN
ESTRIOLtr,NaN
ESTRONEGLCt,264
ESTRONEGLCtr,NaN
ESTRONESt,134.9999
ESTRONESt2,0
ESTRONEtr,NaN
ESTSULT,40.6666
ETF,28.6666
ETFQO,15.6667
ETHAK,238.3332
ETHP,4.3333
ETOHMO,5.6667
ETOHtx,NaN
EX_10fthf[e],NaN
EX_10fthf5glu[e],NaN
EX_10fthf6glu[e],NaN
EX_10fthf7glu[e],NaN
EX_11_cis_retfa[e],NaN
EX_13_cis_retnglc[e],NaN
EX_1glyc_hs[e],NaN
EX_2425dhvitd2[e],NaN
EX_2425dhvitd3[e],NaN
EX_24nph[e],NaN
EX_25hvitd2[e],NaN
EX_25hvitd3[e],NaN
EX_2hb[e],NaN
EX_2mcit[e],NaN
EX_34dhoxpeg[e],NaN
EX_34dhphe[e],NaN
EX_35cgmp[e],NaN
EX_3aib[e],NaN
EX_3aib_D[e],NaN
EX_3mlda[e],NaN
EX_4hdebrisoquine[e],NaN
EX_4hphac[e],NaN
EX_4mptnl[e],NaN
EX_4mtolbutamide[e],NaN
EX_4nph[e],NaN
EX_4nphsf[e],NaN
EX_4pyrdx[e],NaN
EX_5adtststerone[e],NaN
EX_5adtststeroneglc[e],NaN
EX_5adtststerones[e],NaN
EX_5dhf[e],NaN
EX_5fthf[e],NaN
EX_5homeprazole[e],NaN
EX_5htrp[e],NaN
EX_5mthf[e],NaN
EX_5thf[e],NaN
EX_6dhf[e],NaN
EX_6htststerone[e],NaN
EX_6thf[e],NaN
EX_7dhf[e],NaN
EX_7thf[e],NaN
EX_9_cis_retfa[e],NaN
EX_abt[e],NaN
EX_acetone[e],NaN
EX_acgalfucgalacgalfuc12gal14acglcgalgluside_hs[e],NaN
EX_acgalfucgalacgalfucgalacglcgal14acglcgalgluside_hs[e],NaN
EX_ach[e],NaN
EX_acn13acngalgbside_hs[e],NaN
EX_acn23acngalgbside_hs[e],NaN
EX_acnacngal14acglcgalgluside_hs[e],NaN
EX_acnacngalgbside_hs[e],NaN
EX_acngalacglcgal14acglcgalgluside_hs[e],NaN
EX_adp[e],NaN
EX_adprbp[e],NaN
EX_adrn[e],NaN
EX_adrnl[e],NaN
EX_aflatoxin[e],NaN
EX_ahandrostanglc[e],NaN
EX_ak2lgchol_hs[e],NaN
EX_ala_B[e],NaN
EX_ala_D[e],NaN
EX_aldstrn[e],NaN
EX_amp[e],NaN
EX_andrstrn[e],NaN
EX_andrstrnglc[e],NaN
EX_antipyrene[e],NaN
EX_apnnox[e],NaN
EX_appnn[e],NaN
EX_aprgstrn[e],NaN
EX_aqcobal[e],NaN
EX_arach[e],NaN
EX_arachd[e],NaN
EX_ascb_L[e],NaN
EX_asp_D[e],NaN
EX_atp[e],NaN
EX_avite1[e],NaN
EX_avite2[e],NaN
EX_bhb[e],NaN
EX_bildglcur[e],NaN
EX_bilglcur[e],NaN
EX_bilirub[e],NaN
EX_biocyt[e],NaN
EX_bvite[e],NaN
EX_camp[e],NaN
EX_caro[e],NaN
EX_carveol[e],NaN
EX_chol[e],NaN
EX_cholate[e],NaN
EX_chsterol[e],NaN
EX_chtn[e],NaN
EX_clpnd[e],NaN
EX_cmp[e],NaN
EX_co[e],NaN
EX_coumarin[e],NaN
EX_creat[e],NaN
EX_crmp_hs[e],NaN
EX_crn[e],NaN
EX_crtsl[e],NaN
EX_crtstrn[e],NaN
EX_crvnc[e],NaN
EX_cspg_a[e],NaN
EX_cspg_b[e],NaN
EX_cspg_c[e],NaN
EX_cspg_d[e],NaN
EX_cspg_e[e],NaN
EX_cyan[e],NaN
EX_dag_hs[e],NaN
EX_dcsptn1[e],NaN
EX_debrisoquine[e],NaN
EX_dgchol[e],NaN
EX_dhdascb[e],NaN
EX_dheas[e],NaN
EX_dhf[e],NaN
EX_digalsgalside_hs[e],NaN
EX_dlnlcg[e],NaN
EX_dmantipyrine[e],NaN
EX_dmhptcrn[e],NaN
EX_dopa[e],NaN
EX_dopasf[e],NaN
EX_eaflatoxin[e],NaN
EX_ebastine[e],NaN
EX_ebastineoh[e],NaN
EX_eicostet[e],NaN
EX_elaid[e],NaN
EX_estradiol[e],NaN
EX_estradiolglc[e],NaN
EX_estriolglc[e],NaN
EX_estroneglc[e],NaN
EX_estrones[e],NaN
EX_fuc13galacglcgal14acglcgalgluside_hs[e],NaN
EX_fuc14galacglcgalgluside_hs[e],NaN
EX_fucacgalfucgalacglcgalgluside_hs[e],NaN
EX_fucacngal14acglcgalgluside_hs[e],NaN
EX_fucacngalacglcgalgluside_hs[e],NaN
EX_fucfuc12gal14acglcgalgluside_hs[e],NaN
EX_fucfuc132galacglcgal14acglcgalgluside_hs[e],NaN
