Reaction_ID,RAS
4HOXPACDOX_NADP_,110.3333
4MOPt2im,NaN
4MPTNLte,NaN
4MPTNLtm,NaN
4MTOLBUTAMIDEte,NaN
4NPHSFte,NaN
4NPHSULT,77.3331
4NPHte,NaN
4PYRDX,NaN
5ADTSTSTERONEGLCte,178.6667
5ADTSTSTERONEGLCtr,NaN
5ADTSTSTERONESte,NaN
5ADTSTSTERONESULT,2
5ADTSTSTERONEte,NaN
5ADTSTSTERONEtr,NaN
5AOPtm,NaN
5DHFtl,NaN
5FTHFt2,161.3334
5HLTDL,0
5HOMEPRAZOLEte,NaN
5HOXINDACTO2OX,69.6667
5HOXINOXDA,33
5HTRPVESSEC,10.3333
5MTHFt,85.9998
5MTHFt2,161.3334
5THFtl,NaN
5THFtm,NaN
6DHFtl,NaN
6DHFtm,NaN
6HTSTSTERONEte,NaN
6HTSTSTERONEtr,NaN
6THFtl,NaN
6THFtm,NaN
7DHCHSTEROLtr,NaN
7DHFtl,NaN
7DHFtm,NaN
7THFtl,NaN
7THFtm,NaN
A_MANASEly,28.3333
A4GALTc,1.6667
A4GALTg,1.6667
A4GNT1g,0
A4GNT2g,0
AACTOOR,14.6667
AACTtm,NaN
AASAD3m,NaN
AATAi,61.3334
ABO1g,0
ABO2g,0
ABO3g,0
ABO4g,0
ABO5g,0
ABO6g,0
ABO7g,0
ABO8g,0
ABO9g,0
ABTArm,94
ABTD,NaN
ABTti,NaN
ABUTt2rL,81
ABUTt4_2_r,8.6666
ACACT10m,290.3333
ACACT1rm,130.3333
ACACT1x,28.3333
ACACt2m,55.6667
ACACT4p,15
ACACT5p,15
ACACT6p,15
ACACT7p,15
ACACT8p,15
ACACT9p,15
ACACtx,NaN
ACALDtm,NaN
ACALDtr,NaN
ACALDtx,NaN
ACCOACm,13.6667
ACCOAgt,17.3333
ACCOALm,18.3333
ACCOAtn,NaN
ACCOAtr,17.3333
ACETONEt2,387.3334
ACETONEt2m,55.6667
ACGAGBSIDEtg,NaN
ACGAGBSIDEtl,NaN
ACGALFUCGALACGALFUC12GAL14ACGLCGALGLUSIDEte,NaN
ACGALFUCGALACGALFUC12GAL14ACGLCGALGLUSIDEtg,NaN
ACGALFUCGALACGALFUCGALACGLCGAL14ACGLCGALGLUSIDEte,NaN
ACGALFUCGALACGALFUCGALACGLCGAL14ACGLCGALGLUSIDEtg,NaN
ACGALK,NaN
ACGALK2,NaN
ACGALtlg,NaN
ACGALtly,NaN
ACGAM6PSi,99.3333
ACGAMK,59
ACGAMPM,41.3333
ACGAMtly,NaN
ACGBGBSIDEtg,NaN
ACGBGBSIDEtl,NaN
ACGPID,8
ACGSm,4
ACHEe,15.3334
ACHtn,NaN
ACHVESSEC,0.33333
ACITL,936
ACN13ACNGALGBSIDEte,NaN
ACN13ACNGALGBSIDEtg,NaN
ACN23ACNGALGBSIDEte,NaN
ACN23ACNGALGBSIDEtg,NaN
ACNACNGAL14ACGLCGALGLUSIDEte,NaN
ACNACNGAL14ACGLCGALGLUSIDEtg,NaN
ACNACNGALGBSIDEte,NaN
ACNACNGALGBSIDEtg,NaN
ACNAM9PL,34.3333
ACNAM9PL2,34.3333
ACNAMlt,22
ACNAMPH,83
ACNAMtn,NaN
ACNGALACGLCGAL14ACGLCGALGLUSIDEte,NaN
ACNGALACGLCGAL14ACGLCGALGLUSIDEtg,NaN
ACNMLr,NaN
ACOAD10m,70.6667
ACOAD1fm,187.6666
ACOAD8m,83.3333
ACOAD9m,65.6667
ACOAHi,0
ACOAO7p,242
ACODA,1
ACONTm,228.3333
ACOX22x,1.3333
ACOX2x,1.3333
ACP1_FMN_,284.6668
ACRNtm,1.6667
ACS2,130.3334
ACSm,0
ACSRTNMT,0
ACt2m,NaN
ACt2r,NaN
ACtg,NaN
ACTLMO,8.6667
ACTNMO,8.6667
ADA,16.3333
ADAe,16.3333
ADCim,NaN
ADEt,40.6667
ADK1m,928.0002
ADK3,49.3334
ADK3m,57.3333
ADKd,49.3334
ADMDC,159.6667
ADNCYC,437.9998
ADNK1m,NaN
ADNt,164.6667
ADNt4,3
ADNtl,13.6667
ADNtm,124
ADPMAN,72.3333
ADPRIBt,0
ADPtx,NaN
ADRNCOAtx,NaN
ADRNCPT1,16.6668
ADRNCPT2,18.3333
ADRNCRNt,3.3334
ADRNLPVESSEC,10.3333
ADRNt,NaN
ADSK,197
ADSL1,87.3334
ADSL2,87.3334
AFLATOXINte,NaN
AG13T16g,156.6667
AG13T17g,156.6667
AG13T18g,156.6667
AG13T1g,156.6667
AG13T2g,156.6667
AG13T3g,156.6667
AGMTm,1.3333
AGPAT1,515.3333
AGTim,0.33333
AGTix,0
AHANDROSTANGLCte,178.6667
AHANDROSTANGLCtr,NaN
AHCYStr,NaN
AHEXASE2ly,155.6667
AHEXASEly,155.6667
AIRCr,811
AKGDm,104
AKGMALtm,46.6667
AKGt4_3,8.6666
AKGtp,NaN
AKR1C1,2.6667
AKR1C41,0.33333
AKR1C42,0.33333
AKR1D,0
AKR1D2,0
ALAASNNaEx,332
ALACYSNaEx,478
ALADGLNexR,1.6667
ALADGLYexR,1.6667
ALAGLNexR,1.6667
ALAGLNNaEx,332
ALAGLYexR,1.6667
ALASERNaEx,478
ALASm,161.6666
ALAt4,750.3334
ALATA_L,130.6666
ALATHRNaEx,478
ALAtN1,4.6667
ALCD21_D,355.3334
ALCD21_L,355.3334
ALCD22_D,355.3334
ALCD22_L,355.3334
ALCD2if,355.3334
ALCD2yf,132
ALDD20x,340.6666
ALDD20xm,268.3333
ALDD21,0.33333
ALDD2xm,235.6667
ALDD2y,256.6667
ALDSTRNte,NaN
ALDSTRNtm,NaN
ALOX12,7
ALOX15,0
ALOX5,33.6667
ALOX52,33.6667
ALR2,269.6667
ALR3,269.6667
AMACR2p,0.66666
AMACRp,0.66666
AMCOXO,NaN
AMETr,NaN
AMETt2m,53.0001
AMPDA,464.0001
AMPTASECGe,0.33333
AMPtp,NaN
AMY1e,9
AMY2e,9
ANDRSTRNGLCte,178.6667
ANDRSTRNGLCtr,NaN
ANDRSTRNte,NaN
ANDRSTRNtr,NaN
ANTIPYRENEte,NaN
AOBUTDsm,NaN
APAT2rm,94
APNNOXte,NaN
APOCF,NaN
APOCFm,NaN
APOC_LYS_BTNP,NaN
APOC_LYS_BTNPm,NaN
APPNNte,NaN
APRTO2,33
AQCOBALt,NaN
ARAB_Lt,NaN
ARABR,269.6667
ARACHCOAtx,NaN
ARACHCPT1,16.6668
ARACHCPT2,18.3333
ARACHCRNt,1.6667
ARACHDCOAtx,NaN
ARACHDt2,5.6667
ARACHDtr,NaN
ARACHt,NaN
ARGDCm,16.6667
ARGLYSex,1.6667
ARGNm,12.6667
ARGSS,107.3334
ARGt4,122.3333
ARGtm,41.6667
ARSA,46.6667
ARTCOAL1,NaN
ARTCOAL2,NaN
ARTCOAL3,NaN
R_group_phosphotase_1,NaN
R_group_phosphotase_2,NaN
R_group_phosphotase_3,NaN
ARTFR208,NaN
ARTPLM3,NaN
ARTPLM3m,NaN
ASAH1,169.3334
ASCBOX,NaN
ASCBt,NaN
ASCBt4,209.3334
ASNALANaEx,332
ASNCYSNaEx,332
ASNGLNNaEx,332
ASNNm,9
ASNS1,51
ASNSERNaEx,332
ASNt4,539
ASNTHRNaEx,332
ASNtm,NaN
ASNtN1,4.6667
ASPCTr,290
ASPDt6,82.3332
ASPDxt,NaN
ASPGLUm,111.3333
ASPNATm,NaN
ASPt6,82.3332
ASPTAm,320.6667
ATP1ter,NaN
ATP2ter,NaN
ATPasel,9.6667
ATPH1e,199.6667
ATPH2e,203
ATPtm,773.6666
ATPtn,NaN
ATPtx,NaN
AVITE2t,NaN
B_MANNASEly,36
B3GALT3g,189.3332
B3GALT41g,0.66667
B3GALT42g,0.66667
B3GALT43g,0.66667
B3GALT44g,0.66667
B3GALT5g,83.3335
B3GALTg,NaN
B3GNT11g,37.6667
B3GNT12g,45.3334
B3GNT310g,1.3333
B3GNT311g,1.3333
B3GNT312g,1.3333
B3GNT313g,1.3333
B3GNT314g,1.3333
B3GNT315g,1.3333
B3GNT31g,1.3333
B3GNT32g,1.3333
B3GNT33g,1.3333
B3GNT34g,1.3333
B3GNT35g,1.3333
B3GNT36g,1.3333
B3GNT37g,1.3333
B3GNT39g,1.3333
B3GNT51g,42
BAAT1x,0.66667
BAAT2x,0.66667
BAAT3x,0.66667
BAAT4x,0.66667
BACCL,28
BACCLm,28
BALAtmr,NaN
BALAVECSEC,0.66667
BAMPPALDOX,340.6666
BBHOX,0
BCDO,0.66667
BDHm,63.9999
BETALDHxm,NaN
BHBt,NaN
BHBtm,NaN
BHMT,0
BILDGLCURt,2.6667
BILDGLCURte,277.6667
BILDGLCURtr,NaN
BILGLCURt,26.3334
BILGLCURte,178.6667
BILGLCURtr,NaN
BILIRED,149
BILIRUBt2,2.6667
BILIRUBtr,NaN
BIOCYTtn,NaN
BMTer_U,13.3333
BPNT2,28.6667
BTND1,104.3333
BTND1n,104.3333
BTNDe,104.3333
BTNDm,104.3333
BTNPL,28
BTNPLm,28
BTNt2,55.6667
BTNt2m,55.6667
BTNt3i,133
BTNt4i,0
BTNtn,NaN
BUP2,1
BUTt2m,55.6667
BVITEt,NaN
BZt,NaN
BZtr,NaN
C14STRr,12.3333
C160CPT1,13.0001
C160CPT2,24.6666
C160CRNt,1.6667
C161CPT1,16.6668
C161CPT12,16.6668
C161CPT2,18.3333
C161CPT22,18.3333
C161CRN2t,1.6667
C161CRNt,1.6667
C180CPT1,16.6668
C180CPT2,18.3333
C180CRNt,1.6667
C181CPT1,16.6668
C181CPT2,18.3333
C181CRNt,1.6667
C204CPT1,16.6668
C204CPT2,18.3333
C204CRNt,1.6667
C226COAtx,NaN
C226CPT1,16.6668
C226CPT2,18.3333
C226CRNt,NaN
C3STDH1Pr,31.6667
C3STDH1r,31.6667
C3STKR2r,105.6667
C4STMO1r,97
C4STMO2Pr,31.6667
C4STMO2r,128.6667
CAATPS,410
CAROtr,NaN
CARVEOLte,NaN
CAT2p,66
CAt7r,42
CATm,66
CATp,66
CBL2OR,NaN
CBL2tm,7.3333
CBPPer,107.3333
CBPSam,142
CBPter,NaN
CBR2,37.6667
CDIPTr,74.6666
CDPDAGtm,NaN
CDS,117.6667
CDSm,117.6667
CEPTC,105
CEPTE,27.3333
CERK,216.6666
CERT1gt,63.6667
CERT1rt,63.6667
CERT2gt,63.6667
CERT2rt,63.6667
CGLYt3_2_,3.3333
CH25H,0
CHAT,0
CHATn,0
CHLP,6.3333
CHLPCTD,160
CHLtm,NaN
CHOLATEt,19.6667
CHOLATEt2,2.3333
CHOLATEt3,188
CHOLD2m,4.3333
CHOLK,97.3332
CHOLPtg,NaN
CHOLPtl,NaN
CHOLt4,0
CHOLtg,NaN
CHOLtn,NaN
CHOLtr,NaN
CHOLtu,48.3333
CHSTEROLSULT,2.3333
CHSTEROLt1,53.6667
CHSTEROLt2,NaN
CHSTEROLt3,NaN
CHSTEROLtg,10.3333
CHTNASE,13.3334
CHTNASEe,0
CITMCOAHm,NaN
CITMCOALm,NaN
CITRtm,41.6667
CITt4_2,0
CITtam,96.6667
CITtbm,96.6667
CK,12.0001
CKc,50
CLFORtex,0.66667
CLHCO3tex2,110.0001
CLI2tex,0.66667
CLOHtex2,110.0001
CLOXAtex2,110.0001
CLPNDCOAtx,NaN
CLPNDCPT1,16.6668
CLPNDCPT2,18.3333
CLPNDCRNt,1.6667
CLPNDt,NaN
CLS_hs,8.6667
CMPACNAtg,7.6667
CMPACNAtn,NaN
CMPSAS,51
CMPSASn,51
CO2ter,NaN
CO2tg,NaN
CO2tm,NaN
CO2tp,NaN
COAtg,NaN
COAtl,NaN
COAtm,54
COAtn,NaN
COAtp,NaN
COAtr,NaN
COKECBESr,44
COQ3m,7.3333
COQ5m,NaN
COQ6m,54.6666
COQ7m,23.3333
CORE2GTg,51
CORE3GTg,0
CORE4GTg,0.66667
CORE5GTg,NaN
CORE6GTg,50
CORE7GTg,NaN
CORE8GTg,NaN
COt,NaN
COUCOAFm,NaN
COUMARINte,NaN
CREATt4_2_r,158
CREATtmdiffir,NaN
CRMPte,NaN
CRNCAR3tp,NaN
CRNCARtp,8
CRNt,48.3333
CRNtHa,14.3333
CRNtim,1.6667
CRNtuNa,48.3333
CRNtx,NaN
CRTNsyn,NaN
CRTSLt,NaN
CRTSLtm,NaN
CRTSLtr,NaN
CRTSTRNt,NaN
CRTSTRNtm,NaN
CRVNCtr,NaN
CSAPASEly,NaN
CSBPASEly,NaN
CSCPASEly,NaN
CSDPASEly,NaN
CSEPASEly,NaN
CSm,1061.3334
CSNAT2m,8
CSNAT2x,33.3333
CSNAT3x,25.3333
CSNATer,8
CSNATm,8
CSNATp,25.3333
CSNATr,8
CSNt,40.6667
CSPG_At,NaN
CSPG_Atly,NaN
CSPG_Bt,NaN
CSPG_Btly,NaN
CSPG_Ct,NaN
CSPG_Ctly,NaN
CSPG_Dt,NaN
CSPG_Dtly,NaN
CSPG_Et,NaN
CSPG_Etly,NaN
CTPtn,NaN
CYANt,NaN
CYANtm,NaN
CYSALANaEx,478
CYSASNNaEx,332
CYSGLNNaEx,332
CYSGLTH,NaN
CYSGLUexR,3.3334
CYSGLYexR,5.0001
CYSO,4
CYSSERNaEx,478
CYSt4,125
CYSTA,128
CYStec,18.6667
CYSTGLUex,1.6667
CYSTHRNaEx,478
CYSTSERex,0
CYTD,14.6666
CYTDK1,146.6667
CYTDK2m,NaN
CYTDn,0.33333
CYTDt,164.6667
CYTDt4,3
CYTDtl,13.6667
CYTDtm,124
CYTDtn,NaN
CYTK10,144.6667
CYTK10n,144.6667
CYTK11,144.6667
CYTK11n,144.6667
CYTK12,144.6667
CYTK12n,144.6667
CYTK13,144.6667
CYTK13n,144.6667
CYTK14,144.6667
CYTK14n,144.6667
CYTK1m,2.3333
CYTK1n,144.6667
CYTK2n,144.6667
CYTK3,49.3334
CYTK3n,144.6667
CYTK4,49.3334
CYTK4n,144.6667
CYTK5,144.6667
CYTK5n,144.6667
CYTK6,144.6667
CYTK6n,144.6667
CYTK7,144.6667
CYTK7n,144.6667
CYTK8,144.6667
CYTK8n,144.6667
CYTK9,144.6667
CYTK9n,144.6667
D_3AIBt,NaN
D3AIBTm,0
DADA,16.3333
DADAe,16.3333
DADNK,NaN
DADNt4,40.6667
DAG_HSter,NaN
DAGK_hs,822.6667
DAGKn_hs,99.6667
DAGt,NaN
DALAOXx,0
DALAt2r,81
DALAxt,NaN
DARGOp,0
DASCBH,NaN
DASCBR,110.9999
DASPO1p,1.3333
DATPtn,NaN
DCIm,74.6667
DCK1m,NaN
DCK1n,64
DCK2n,64
DCSPTN1COAtx,NaN
DCSPTN1CPT1,16.6668
DCSPTN1CPT2,18.3333
DCSPTN1CRNt,1.6667
DCSPTN1t,NaN
DCT,0
DCTPtn,NaN
DCYTD,14.6666
DCYTDn,0.33333
DCYTt,40.6667
DDPGAm,NaN
DEBRISOQUINEt,0
DECDPtm,NaN
DEDOLP1_L,NaN
DEDOLP2_L,NaN
DEDOLR_L,NaN
DESAT16_2,1298.6667
DESAT18_10,380.6667
DESAT18_3,1298.6667
DESAT18_4,1298.6667
DESAT18_5,1298.6667
DESAT18_6,380.6667
DESAT18_7,380.6667
DESAT18_8,380.6667
DESAT18_9,768.3334
DESAT20_1,387.6667
DESAT20_2,387.6667
DESAT22_1p,NaN
DESAT22_2p,NaN
DESAT24_1,380.6667
DGAT,62.6667
DGCHOLte,NaN
DGCHOLtx,NaN
DGK2m,NaN
DGNSKm,430
DGSNt,40.6667
DGSNtm,NaN
DGTPtn,NaN
DGULND,NaN
DHAAt1r,448.9999
DHCHOLESTANATEtm,NaN
DHCR241r,572
DHCR242r,572
DHCR243r,572
DHCR71r,127.6667
DHCR72r,127.6667
DHCRD1,158.3333
DHCRD2,158.3333
DHDPBMTm,7.3333
DHEASt,43.3334
DHEAStr,NaN
DHEASULT,2
DHEAtr,NaN
DHFtl,NaN
DHFtm,NaN
DHORD9,25
DHPM1,1153.6667
DHPM2,556.6667
DHPR2,NaN
DIDPtn,NaN
DIGALSGALSIDEtg,NaN
DIGALSIDEtg,NaN
DIGALSIDEtl,NaN
DINt,40.6667
DITPtn,NaN
DKMPPD,NaN
D_LACt2,392.0001
D_LACtm,55.6667
DLNLCGCPT1,16.6668
DLNLCGCPT2,18.3333
DLNLCGCRNt,1.6667
DLNLCGt,5.6667
DM_13_cis_oretn_n_,NaN
DM_13_cis_retn_n_,NaN
DM_Asn_X_Ser_Thr_ly_,NaN
DM_avite2_c_,NaN
DM_bvite_c_,NaN
DM_core5_g_,NaN
DM_core7_g_,NaN
DM_core8_g_,NaN
DM_datp_m_,NaN
DM_datp_n_,NaN
DM_dctp_m_,NaN
DM_dctp_n_,NaN
DM_dem2emgacpail_prot_hs_r_,NaN
DM_dgpi_prot_hs_r_,NaN
DM_dgtp_m_,NaN
DM_dgtp_n_,NaN
DM_dsT_antigen_g_,NaN
DM_dttp_m_,NaN
DM_dttp_n_,NaN
DM_ethamp_r_,NaN
DM_gncore2_g_,NaN
DM_gpi_sig_er_,NaN
DM_hretn_n_,NaN
DM_kdn_c_,NaN
DM_m_em_3gacpail_prot_hs_r_,NaN
DM_melanin_c_,NaN
DM_mem2emgacpail_prot_hs_r_,NaN
DM_n5m2masn_g_,NaN
DM_oretn_n_,NaN
DM_Ser_Thr_ly_,NaN
DM_Ser_Gly_Ala_X_Gly_ly_,NaN
DM_sprm_c_,NaN
DM_sTn_antigen_g_,NaN
DM_T_antigen_g_,NaN
DM_yvite_c_,NaN
DMANTIPYRINEte,NaN
DMATTx,36.6667
DMGDHm,0.33333
DMGtm,NaN
DMHPTCRNCPT2,NaN
DMHPTCRNt,NaN
DMHPTCRNte,NaN
DMNONCOACRNCPT1,NaN
DMNONCRNCPT2,NaN
DMNONCRNt,NaN
DNADtn,NaN
DNDPt10m,8
DNDPt11m,8
DNDPt12m,8
DNDPt13m,8
DNDPt14m,8
DNDPt15m,8
DNDPt16m,8
DNDPt17m,8
DNDPt18m,8
DNDPt19m,8
DNDPt1m,8
DNDPt20m,8
DNDPt21m,8
DNDPt23m,8
DNDPt24m,8
DNDPt25m,8
DNDPt28m,8
DNDPt2m,8
DNDPt30m,8
DNDPt31m,8
DNDPt32m,8
DNDPt37m,8
DNDPt38m,8
DNDPt39m,8
DNDPt3m,8
DNDPt40m,8
DNDPt41m,8
DNDPt42m,8
DNDPt43m,8
DNDPt44m,8
DNDPt45m,8
DNDPt46m,8
DNDPt47m,8
DNDPt48m,8
DNDPt49m,8
DNDPt4m,8
DNDPt50m,8
DNDPt51m,8
DNDPt52m,8
DNDPt53m,8
DNDPt54m,8
DNDPt55m,8
DNDPt56m,8
DNDPt57m,8
DNDPt58m,8
DNDPt59m,8
DNDPt5m,8
DNDPt60m,8
DNDPt61m,8
DNDPt62m,8
DNDPt63m,8
DNDPt6m,8
DNDPt7m,8
DOGULNO1,NaN
DOLGLCP_Lter,NaN
DOLGPP_Ler,NaN
DOLICHOL_Lter,NaN
DOLICHOL_Uter,NaN
DOLK_L,NaN
DOLK_U,NaN
DOLMANP_Uter,NaN
DOLPGT3_Ler,57.6667
DOLPGT3_Uer,57.6667
DOLPMT3_Uer,22.3333
DOLPMT4_Ler,NaN
DOLPMT4_Uer,NaN
DOPABMO,47.6667
DOPACHRMISO,1
DOPAMT,198.6666
DOPAQNISO1,NaN
DOPASFt,NaN
DOPASULT,77.3331
DOPAt4_2_r,0
DOPAtu,48.3333
DOPAVESSEC,10.3333
DORNOp,0
DPCOAtl,NaN
DPGase,349.9999
DPGM,349.9999
DPHMBDCm,NaN
DPMVDx,42.3333
DPPS,NaN
DRIBt,NaN
DRPA,63
DSAT,NaN
DTDPtn,NaN
DTTPtn,NaN
DUDPtn,NaN
DUMPtn,NaN
DURAD,23.6667
DURAD2,23.6667
DURIK1,476.3333
DURIK1m,47
DURIt,40.6667
DURItn,NaN
DUTPDPm,81
DUTPDPn,58
EAFLATOXINte,NaN
EBASTINEOHte,NaN
EBASTINEOHtr,NaN
EBASTINEte,NaN
EBASTINEtr,NaN
EBP1r,34
EBP2r,34
ECOAH12m,132.3333
ECOAH1m,142.3333
ECOAH1x,51.6667
ECOAH9m,132.3333
EHGLAT2m,320.6667
EHGLATm,320.6667
EICOSTETCPT1,16.6668
EICOSTETCPT2,18.3333
EICOSTETCRNt,1.6667
EICOSTETt,NaN
ELAIDCPT1,16.6668
ELAIDCPT2,18.3333
ELAIDCRNt,1.6667
ELAIDt,1.6667
ENGASE2ly,NaN
ENGASE3ly,NaN
ENGASEly,NaN
ESTRADIOLGLCt,72.0001
ESTRADIOLGLCt2,87.3333
ESTRADIOLGLCtr,NaN
ESTRADIOLt,NaN
ESTRADIOLtr,NaN
ESTRIOLGLCte,178.6667
ESTRIOLGLCtr,NaN
ESTRIOLtr,NaN
ESTRONEGLCt,187.6667
ESTRONEGLCtr,NaN
ESTRONESt,130.3334
ESTRONESt2,0
ESTRONEtr,NaN
ESTSULT,35.3332
ETF,30.6666
ETFQO,12.6667
ETHAK,220.3333
ETHP,6.3333
ETOHMO,8.6667
ETOHtx,NaN
EX_10fthf[e],NaN
EX_10fthf5glu[e],NaN
EX_10fthf6glu[e],NaN
EX_10fthf7glu[e],NaN
EX_11_cis_retfa[e],NaN
EX_13_cis_retnglc[e],NaN
EX_1glyc_hs[e],NaN
EX_2425dhvitd2[e],NaN
EX_2425dhvitd3[e],NaN
EX_24nph[e],NaN
EX_25hvitd2[e],NaN
EX_25hvitd3[e],NaN
EX_2hb[e],NaN
EX_2mcit[e],NaN
EX_34dhoxpeg[e],NaN
EX_34dhphe[e],NaN
EX_35cgmp[e],NaN
EX_3aib[e],NaN
EX_3aib_D[e],NaN
EX_3mlda[e],NaN
EX_4hdebrisoquine[e],NaN
EX_4hphac[e],NaN
EX_4mptnl[e],NaN
EX_4mtolbutamide[e],NaN
EX_4nph[e],NaN
EX_4nphsf[e],NaN
EX_4pyrdx[e],NaN
EX_5adtststerone[e],NaN
EX_5adtststeroneglc[e],NaN
EX_5adtststerones[e],NaN
EX_5dhf[e],NaN
EX_5fthf[e],NaN
EX_5homeprazole[e],NaN
EX_5htrp[e],NaN
EX_5mthf[e],NaN
EX_5thf[e],NaN
EX_6dhf[e],NaN
EX_6htststerone[e],NaN
EX_6thf[e],NaN
EX_7dhf[e],NaN
EX_7thf[e],NaN
EX_9_cis_retfa[e],NaN
EX_abt[e],NaN
EX_acetone[e],NaN
EX_acgalfucgalacgalfuc12gal14acglcgalgluside_hs[e],NaN
EX_acgalfucgalacgalfucgalacglcgal14acglcgalgluside_hs[e],NaN
EX_ach[e],NaN
EX_acn13acngalgbside_hs[e],NaN
EX_acn23acngalgbside_hs[e],NaN
EX_acnacngal14acglcgalgluside_hs[e],NaN
EX_acnacngalgbside_hs[e],NaN
EX_acngalacglcgal14acglcgalgluside_hs[e],NaN
EX_adp[e],NaN
EX_adprbp[e],NaN
EX_adrn[e],NaN
EX_adrnl[e],NaN
EX_aflatoxin[e],NaN
EX_ahandrostanglc[e],NaN
EX_ak2lgchol_hs[e],NaN
EX_ala_B[e],NaN
EX_ala_D[e],NaN
EX_aldstrn[e],NaN
EX_amp[e],NaN
EX_andrstrn[e],NaN
EX_andrstrnglc[e],NaN
EX_antipyrene[e],NaN
EX_apnnox[e],NaN
EX_appnn[e],NaN
EX_aprgstrn[e],NaN
EX_aqcobal[e],NaN
EX_arach[e],NaN
EX_arachd[e],NaN
EX_ascb_L[e],NaN
EX_asp_D[e],NaN
EX_atp[e],NaN
EX_avite1[e],NaN
EX_avite2[e],NaN
EX_bhb[e],NaN
EX_bildglcur[e],NaN
EX_bilglcur[e],NaN
EX_bilirub[e],NaN
EX_biocyt[e],NaN
EX_bvite[e],NaN
EX_camp[e],NaN
EX_caro[e],NaN
EX_carveol[e],NaN
EX_chol[e],NaN
EX_cholate[e],NaN
EX_chsterol[e],NaN
EX_chtn[e],NaN
EX_clpnd[e],NaN
EX_cmp[e],NaN
EX_co[e],NaN
EX_coumarin[e],NaN
EX_creat[e],NaN
EX_crmp_hs[e],NaN
EX_crn[e],NaN
EX_crtsl[e],NaN
EX_crtstrn[e],NaN
EX_crvnc[e],NaN
EX_cspg_a[e],NaN
EX_cspg_b[e],NaN
EX_cspg_c[e],NaN
EX_cspg_d[e],NaN
EX_cspg_e[e],NaN
EX_cyan[e],NaN
EX_dag_hs[e],NaN
EX_dcsptn1[e],NaN
EX_debrisoquine[e],NaN
EX_dgchol[e],NaN
EX_dhdascb[e],NaN
EX_dheas[e],NaN
EX_dhf[e],NaN
EX_digalsgalside_hs[e],NaN
EX_dlnlcg[e],NaN
EX_dmantipyrine[e],NaN
EX_dmhptcrn[e],NaN
EX_dopa[e],NaN
EX_dopasf[e],NaN
EX_eaflatoxin[e],NaN
EX_ebastine[e],NaN
EX_ebastineoh[e],NaN
EX_eicostet[e],NaN
EX_elaid[e],NaN
EX_estradiol[e],NaN
EX_estradiolglc[e],NaN
EX_estriolglc[e],NaN
EX_estroneglc[e],NaN
EX_estrones[e],NaN
EX_fuc13galacglcgal14acglcgalgluside_hs[e],NaN
EX_fuc14galacglcgalgluside_hs[e],NaN
EX_fucacgalfucgalacglcgalgluside_hs[e],NaN
EX_fucacngal14acglcgalgluside_hs[e],NaN
EX_fucacngalacglcgalgluside_hs[e],NaN
EX_fucfuc12gal14acglcgalgluside_hs[e],NaN
EX_fucfuc132galacglcgal14acglcgalgluside_hs[e],NaN
