Reaction_ID,RAS
4HOXPACDOX_NADP_,114.6667
4MOPt2im,NaN
4MPTNLte,NaN
4MPTNLtm,NaN
4MTOLBUTAMIDEte,NaN
4NPHSFte,NaN
4NPHSULT,90.3335
4NPHte,NaN
4PYRDX,NaN
5ADTSTSTERONEGLCte,181.6667
5ADTSTSTERONEGLCtr,NaN
5ADTSTSTERONESte,NaN
5ADTSTSTERONESULT,4.6667
5ADTSTSTERONEte,NaN
5ADTSTSTERONEtr,NaN
5AOPtm,NaN
5DHFtl,NaN
5FTHFt2,201.3334
5HLTDL,0
5HOMEPRAZOLEte,NaN
5HOXINDACTO2OX,145.3333
5HOXINOXDA,43
5HTRPVESSEC,9
5MTHFt,60
5MTHFt2,201.3334
5THFtl,NaN
5THFtm,NaN
6DHFtl,NaN
6DHFtm,NaN
6HTSTSTERONEte,NaN
6HTSTSTERONEtr,NaN
6THFtl,NaN
6THFtm,NaN
7DHCHSTEROLtr,NaN
7DHFtl,NaN
7DHFtm,NaN
7THFtl,NaN
7THFtm,NaN
A_MANASEly,27.3333
A4GALTc,0.66667
A4GALTg,0.66667
A4GNT1g,0
A4GNT2g,0
AACTOOR,17.3333
AACTtm,NaN
AASAD3m,NaN
AATAi,46.6666
ABO1g,0
ABO2g,0
ABO3g,0
ABO4g,0
ABO5g,0
ABO6g,0
ABO7g,0
ABO8g,0
ABO9g,0
ABTArm,78.6666
ABTD,NaN
ABTti,NaN
ABUTt2rL,88.3333
ABUTt4_2_r,6.3333
ACACT10m,261
ACACT1rm,104
ACACT1x,27.3333
ACACt2m,63
ACACT4p,20.6667
ACACT5p,20.6667
ACACT6p,20.6667
ACACT7p,20.6667
ACACT8p,20.6667
ACACT9p,20.6667
ACACtx,NaN
ACALDtm,NaN
ACALDtr,NaN
ACALDtx,NaN
ACCOACm,12.6667
ACCOAgt,16
ACCOALm,20
ACCOAtn,NaN
ACCOAtr,16
ACETONEt2,433
ACETONEt2m,63
ACGAGBSIDEtg,NaN
ACGAGBSIDEtl,NaN
ACGALFUCGALACGALFUC12GAL14ACGLCGALGLUSIDEte,NaN
ACGALFUCGALACGALFUC12GAL14ACGLCGALGLUSIDEtg,NaN
ACGALFUCGALACGALFUCGALACGLCGAL14ACGLCGALGLUSIDEte,NaN
ACGALFUCGALACGALFUCGALACGLCGAL14ACGLCGALGLUSIDEtg,NaN
ACGALK,NaN
ACGALK2,NaN
ACGALtlg,NaN
ACGALtly,NaN
ACGAM6PSi,102
ACGAMK,60
ACGAMPM,41
ACGAMtly,NaN
ACGBGBSIDEtg,NaN
ACGBGBSIDEtl,NaN
ACGPID,8.3333
ACGSm,4.6667
ACHEe,20
ACHtn,NaN
ACHVESSEC,0.33333
ACITL,942.6666
ACN13ACNGALGBSIDEte,NaN
ACN13ACNGALGBSIDEtg,NaN
ACN23ACNGALGBSIDEte,NaN
ACN23ACNGALGBSIDEtg,NaN
ACNACNGAL14ACGLCGALGLUSIDEte,NaN
ACNACNGAL14ACGLCGALGLUSIDEtg,NaN
ACNACNGALGBSIDEte,NaN
ACNACNGALGBSIDEtg,NaN
ACNAM9PL,48
ACNAM9PL2,48
ACNAMlt,14.6667
ACNAMPH,76.3333
ACNAMtn,NaN
ACNGALACGLCGAL14ACGLCGALGLUSIDEte,NaN
ACNGALACGLCGAL14ACGLCGALGLUSIDEtg,NaN
ACNMLr,NaN
ACOAD10m,65
ACOAD1fm,186.6667
ACOAD8m,75.6667
ACOAD9m,60.3334
ACOAHi,0
ACOAO7p,217.3334
ACODA,1
ACONTm,224.3334
ACOX22x,2
ACOX2x,2
ACP1_FMN_,257.0001
ACRNtm,1.6667
ACS2,110.3334
ACSm,0.33333
ACSRTNMT,0
ACt2m,NaN
ACt2r,NaN
ACtg,NaN
ACTLMO,6.6667
ACTNMO,6.6667
ADA,21
ADAe,21
ADCim,NaN
ADEt,43.3333
ADK1m,1008
ADK3,52
ADK3m,54
ADKd,52
ADMDC,168
ADNCYC,427.6666
ADNK1m,NaN
ADNt,166.3333
ADNt4,4
ADNtl,14
ADNtm,123
ADPMAN,79
ADPRIBt,0
ADPtx,NaN
ADRNCOAtx,NaN
ADRNCPT1,15.9998
ADRNCPT2,16.6667
ADRNCRNt,3.3334
ADRNLPVESSEC,9
ADRNt,NaN
ADSK,198.6667
ADSL1,124.6666
ADSL2,124.6666
AFLATOXINte,NaN
AG13T16g,159.6666
AG13T17g,159.6666
AG13T18g,159.6666
AG13T1g,159.6666
AG13T2g,159.6666
AG13T3g,159.6666
AGMTm,2
AGPAT1,512.6667
AGTim,0.33333
AGTix,0.33333
AHANDROSTANGLCte,181.6667
AHANDROSTANGLCtr,NaN
AHCYStr,NaN
AHEXASE2ly,169.6666
AHEXASEly,169.6666
AIRCr,782.6667
AKGDm,118
AKGMALtm,51
AKGt4_3,15.3334
AKGtp,NaN
AKR1C1,2.3333
AKR1C41,0.33333
AKR1C42,0.33333
AKR1D,0
AKR1D2,0
ALAASNNaEx,270.6667
ALACYSNaEx,401.6667
ALADGLNexR,3.3333
ALADGLYexR,3.3333
ALAGLNexR,3.3333
ALAGLNNaEx,270.6667
ALAGLYexR,3.3333
ALASERNaEx,401.6667
ALASm,174.0001
ALAt4,748.3333
ALATA_L,110
ALATHRNaEx,401.6667
ALAtN1,3
ALCD21_D,272.6667
ALCD21_L,272.6667
ALCD22_D,272.6667
ALCD22_L,272.6667
ALCD2if,272.6667
ALCD2yf,128.6666
ALDD20x,318.0001
ALDD20xm,318.6667
ALDD21,0.33333
ALDD2xm,282.6667
ALDD2y,295.6667
ALDSTRNte,NaN
ALDSTRNtm,NaN
ALOX12,7
ALOX15,0.33333
ALOX5,35.6667
ALOX52,35.6667
ALR2,287
ALR3,287
AMACR2p,3.3334
AMACRp,3.3334
AMCOXO,NaN
AMETr,NaN
AMETt2m,42
AMPDA,563.3334
AMPTASECGe,1.3333
AMPtp,NaN
AMY1e,11.3333
AMY2e,11.3333
ANDRSTRNGLCte,181.6667
ANDRSTRNGLCtr,NaN
ANDRSTRNte,NaN
ANDRSTRNtr,NaN
ANTIPYRENEte,NaN
AOBUTDsm,NaN
APAT2rm,78.6666
APNNOXte,NaN
APOCF,NaN
APOCFm,NaN
APOC_LYS_BTNP,NaN
APOC_LYS_BTNPm,NaN
APPNNte,NaN
APRTO2,43
AQCOBALt,NaN
ARAB_Lt,NaN
ARABR,287
ARACHCOAtx,NaN
ARACHCPT1,15.9998
ARACHCPT2,16.6667
ARACHCRNt,1.6667
ARACHDCOAtx,NaN
ARACHDt2,6
ARACHDtr,NaN
ARACHt,NaN
ARGDCm,18.3333
ARGLYSex,3.3333
ARGNm,21
ARGSS,88
ARGt4,136.3333
ARGtm,50.6667
ARSA,41.3333
ARTCOAL1,NaN
ARTCOAL2,NaN
ARTCOAL3,NaN
R_group_phosphotase_1,NaN
R_group_phosphotase_2,NaN
R_group_phosphotase_3,NaN
ARTFR208,NaN
ARTPLM3,NaN
ARTPLM3m,NaN
ASAH1,162.6666
ASCBOX,NaN
ASCBt,NaN
ASCBt4,167.3334
ASNALANaEx,270.6667
ASNCYSNaEx,270.6667
ASNGLNNaEx,270.6667
ASNNm,7
ASNS1,30
ASNSERNaEx,270.6667
ASNt4,580.6666
ASNTHRNaEx,270.6667
ASNtm,NaN
ASNtN1,3
ASPCTr,331.3333
ASPDt6,63.6667
ASPDxt,NaN
ASPGLUm,115
ASPNATm,NaN
ASPt6,63.6667
ASPTAm,335.3333
ATP1ter,NaN
ATP2ter,NaN
ATPasel,8.6668
ATPH1e,226.3333
ATPH2e,229.6666
ATPtm,765.3333
ATPtn,NaN
ATPtx,NaN
AVITE2t,NaN
B_MANNASEly,36.6667
B3GALT3g,186.6668
B3GALT41g,1
B3GALT42g,1
B3GALT43g,1
B3GALT44g,1
B3GALT5g,126.6665
B3GALTg,NaN
B3GNT11g,34.3333
B3GNT12g,45.3333
B3GNT310g,2.3333
B3GNT311g,2.3333
B3GNT312g,2.3333
B3GNT313g,2.3333
B3GNT314g,2.3333
B3GNT315g,2.3333
B3GNT31g,2.3333
B3GNT32g,2.3333
B3GNT33g,2.3333
B3GNT34g,2.3333
B3GNT35g,2.3333
B3GNT36g,2.3333
B3GNT37g,2.3333
B3GNT39g,2.3333
B3GNT51g,39.3333
BAAT1x,0.66667
BAAT2x,0.66667
BAAT3x,0.66667
BAAT4x,0.66667
BACCL,18.6667
BACCLm,18.6667
BALAtmr,NaN
BALAVECSEC,0
BAMPPALDOX,318.0001
BBHOX,1.3333
BCDO,0
BDHm,98.0001
BETALDHxm,NaN
BHBt,NaN
BHBtm,NaN
BHMT,0
BILDGLCURt,4.3333
BILDGLCURte,270.0001
BILDGLCURtr,NaN
BILGLCURt,33.6666
BILGLCURte,181.6667
BILGLCURtr,NaN
BILIRED,142.3334
BILIRUBt2,4.3333
BILIRUBtr,NaN
BIOCYTtn,NaN
BMTer_U,9.3333
BPNT2,26.6667
BTND1,97
BTND1n,97
BTNDe,97
BTNDm,97
BTNPL,18.6667
BTNPLm,18.6667
BTNt2,63
BTNt2m,63
BTNt3i,166.3333
BTNt4i,0
BTNtn,NaN
BUP2,1.3333
BUTt2m,63
BVITEt,NaN
BZt,NaN
BZtr,NaN
C14STRr,16.3333
C160CPT1,12.6665
C160CPT2,24
C160CRNt,1.6667
C161CPT1,15.9998
C161CPT12,15.9998
C161CPT2,16.6667
C161CPT22,16.6667
C161CRN2t,1.6667
C161CRNt,1.6667
C180CPT1,15.9998
C180CPT2,16.6667
C180CRNt,1.6667
C181CPT1,15.9998
C181CPT2,16.6667
C181CRNt,1.6667
C204CPT1,15.9998
C204CPT2,16.6667
C204CRNt,1.6667
C226COAtx,NaN
C226CPT1,15.9998
C226CPT2,16.6667
C226CRNt,NaN
C3STDH1Pr,36
C3STDH1r,36
C3STKR2r,88.6667
C4STMO1r,95
C4STMO2Pr,36
C4STMO2r,131
CAATPS,369.3334
CAROtr,NaN
CARVEOLte,NaN
CAT2p,54.3333
CAt7r,25.3333
CATm,54.3333
CATp,54.3333
CBL2OR,NaN
CBL2tm,3.3333
CBPPer,103.6667
CBPSam,76.6666
CBPter,NaN
CBR2,37.6667
CDIPTr,74
CDPDAGtm,NaN
CDS,99.3334
CDSm,99.3334
CEPTC,90.6667
CEPTE,23
CERK,208
CERT1gt,61.6667
CERT1rt,61.6667
CERT2gt,61.6667
CERT2rt,61.6667
CGLYt3_2_,0.66667
CH25H,0
CHAT,6.6668
CHATn,6.6668
CHLP,6.6667
CHLPCTD,157.6666
CHLtm,NaN
CHOLATEt,18
CHOLATEt2,5.6667
CHOLATEt3,167.0001
CHOLD2m,4.3333
CHOLK,100
CHOLPtg,NaN
CHOLPtl,NaN
CHOLt4,0
CHOLtg,NaN
CHOLtn,NaN
CHOLtr,NaN
CHOLtu,81.3333
CHSTEROLSULT,4.6667
CHSTEROLt1,56.3333
CHSTEROLt2,NaN
CHSTEROLt3,NaN
CHSTEROLtg,8.3333
CHTNASE,10.3333
CHTNASEe,0
CITMCOAHm,NaN
CITMCOALm,NaN
CITRtm,50.6667
CITt4_2,0
CITtam,104.6667
CITtbm,104.6667
CK,18
CKc,39.6666
CLFORtex,0.66667
CLHCO3tex2,117
CLI2tex,0.66667
CLOHtex2,117
CLOXAtex2,117
CLPNDCOAtx,NaN
CLPNDCPT1,15.9998
CLPNDCPT2,16.6667
CLPNDCRNt,1.6667
CLPNDt,NaN
CLS_hs,9
CMPACNAtg,8
CMPACNAtn,NaN
CMPSAS,48.3333
CMPSASn,48.3333
CO2ter,NaN
CO2tg,NaN
CO2tm,NaN
CO2tp,NaN
COAtg,NaN
COAtl,NaN
COAtm,72.6667
COAtn,NaN
COAtp,NaN
COAtr,NaN
COKECBESr,53.3333
COQ3m,10.6667
COQ5m,NaN
COQ6m,50.6666
COQ7m,23.6667
CORE2GTg,42.3334
CORE3GTg,0
CORE4GTg,1.6667
CORE5GTg,NaN
CORE6GTg,39.6667
CORE7GTg,NaN
CORE8GTg,NaN
COt,NaN
COUCOAFm,NaN
COUMARINte,NaN
CREATt4_2_r,172.6666
CREATtmdiffir,NaN
CRMPte,NaN
CRNCAR3tp,NaN
CRNCARtp,5.6667
CRNt,81.3333
CRNtHa,16.6667
CRNtim,1.6667
CRNtuNa,81.3333
CRNtx,NaN
CRTNsyn,NaN
CRTSLt,NaN
CRTSLtm,NaN
CRTSLtr,NaN
CRTSTRNt,NaN
CRTSTRNtm,NaN
CRVNCtr,NaN
CSAPASEly,NaN
CSBPASEly,NaN
CSCPASEly,NaN
CSDPASEly,NaN
CSEPASEly,NaN
CSm,1024
CSNAT2m,5.6667
CSNAT2x,28.6667
CSNAT3x,23
CSNATer,5.6667
CSNATm,5.6667
CSNATp,23
CSNATr,5.6667
CSNt,43.3333
CSPG_At,NaN
CSPG_Atly,NaN
CSPG_Bt,NaN
CSPG_Btly,NaN
CSPG_Ct,NaN
CSPG_Ctly,NaN
CSPG_Dt,NaN
CSPG_Dtly,NaN
CSPG_Et,NaN
CSPG_Etly,NaN
CTPtn,NaN
CYANt,NaN
CYANtm,NaN
CYSALANaEx,401.6667
CYSASNNaEx,270.6667
CYSGLNNaEx,270.6667
CYSGLTH,NaN
CYSGLUexR,6.6666
CYSGLYexR,9.9999
CYSO,3.6667
CYSSERNaEx,401.6667
CYSt4,139
CYSTA,144.3333
CYStec,13.3333
CYSTGLUex,3.3333
CYSTHRNaEx,401.6667
CYSTSERex,0
CYTD,29.3333
CYTDK1,135.6667
CYTDK2m,NaN
CYTDn,0
CYTDt,166.3333
CYTDt4,3.6667
CYTDtl,14
CYTDtm,123
CYTDtn,NaN
CYTK10,175.6667
CYTK10n,175.6667
CYTK11,175.6667
CYTK11n,175.6667
CYTK12,175.6667
CYTK12n,175.6667
CYTK13,175.6667
CYTK13n,175.6667
CYTK14,175.6667
CYTK14n,175.6667
CYTK1m,1
CYTK1n,175.6667
CYTK2n,175.6667
CYTK3,52
CYTK3n,175.6667
CYTK4,52
CYTK4n,175.6667
CYTK5,175.6667
CYTK5n,175.6667
CYTK6,175.6667
CYTK6n,175.6667
CYTK7,175.6667
CYTK7n,175.6667
CYTK8,175.6667
CYTK8n,175.6667
CYTK9,175.6667
CYTK9n,175.6667
D_3AIBt,NaN
D3AIBTm,0
DADA,21
DADAe,21
DADNK,NaN
DADNt4,43.3333
DAG_HSter,NaN
DAGK_hs,1025.6666
DAGKn_hs,84
DAGt,NaN
DALAOXx,0
DALAt2r,88.3333
DALAxt,NaN
DARGOp,0
DASCBH,NaN
DASCBR,105.9999
DASPO1p,2
DATPtn,NaN
DCIm,74.6667
DCK1m,NaN
DCK1n,74.3333
DCK2n,74.3333
DCSPTN1COAtx,NaN
DCSPTN1CPT1,15.9998
DCSPTN1CPT2,16.6667
DCSPTN1CRNt,1.6667
DCSPTN1t,NaN
DCT,0
DCTPtn,NaN
DCYTD,29.3333
DCYTDn,0
DCYTt,43.3333
DDPGAm,NaN
DEBRISOQUINEt,0
DECDPtm,NaN
DEDOLP1_L,NaN
DEDOLP2_L,NaN
DEDOLR_L,NaN
DESAT16_2,1104
DESAT18_10,320.6667
DESAT18_3,1104
DESAT18_4,1104
DESAT18_5,1104
DESAT18_6,320.6667
DESAT18_7,320.6667
DESAT18_8,320.6667
DESAT18_9,597.3334
DESAT20_1,276.6667
DESAT20_2,276.6667
DESAT22_1p,NaN
DESAT22_2p,NaN
DESAT24_1,320.6667
DGAT,62.3333
DGCHOLte,NaN
DGCHOLtx,NaN
DGK2m,NaN
DGNSKm,400
DGSNt,43.3333
DGSNtm,NaN
DGTPtn,NaN
DGULND,NaN
DHAAt1r,418.9999
DHCHOLESTANATEtm,NaN
DHCR241r,623
DHCR242r,623
DHCR243r,623
DHCR71r,133.3333
DHCR72r,133.3333
DHCRD1,153.6667
DHCRD2,153.6667
DHDPBMTm,10.6667
DHEASt,49.6666
DHEAStr,NaN
DHEASULT,4.6667
DHEAtr,NaN
DHFtl,NaN
DHFtm,NaN
DHORD9,24
DHPM1,847.9999
DHPM2,466.3333
DHPR2,NaN
DIDPtn,NaN
DIGALSGALSIDEtg,NaN
DIGALSIDEtg,NaN
DIGALSIDEtl,NaN
DINt,43.3333
DITPtn,NaN
DKMPPD,NaN
D_LACt2,442.3333
D_LACtm,63
DLNLCGCPT1,15.9998
DLNLCGCPT2,16.6667
DLNLCGCRNt,1.6667
DLNLCGt,6
DM_13_cis_oretn_n_,NaN
DM_13_cis_retn_n_,NaN
DM_Asn_X_Ser_Thr_ly_,NaN
DM_avite2_c_,NaN
DM_bvite_c_,NaN
DM_core5_g_,NaN
DM_core7_g_,NaN
DM_core8_g_,NaN
DM_datp_m_,NaN
DM_datp_n_,NaN
DM_dctp_m_,NaN
DM_dctp_n_,NaN
DM_dem2emgacpail_prot_hs_r_,NaN
DM_dgpi_prot_hs_r_,NaN
DM_dgtp_m_,NaN
DM_dgtp_n_,NaN
DM_dsT_antigen_g_,NaN
DM_dttp_m_,NaN
DM_dttp_n_,NaN
DM_ethamp_r_,NaN
DM_gncore2_g_,NaN
DM_gpi_sig_er_,NaN
DM_hretn_n_,NaN
DM_kdn_c_,NaN
DM_m_em_3gacpail_prot_hs_r_,NaN
DM_melanin_c_,NaN
DM_mem2emgacpail_prot_hs_r_,NaN
DM_n5m2masn_g_,NaN
DM_oretn_n_,NaN
DM_Ser_Thr_ly_,NaN
DM_Ser_Gly_Ala_X_Gly_ly_,NaN
DM_sprm_c_,NaN
DM_sTn_antigen_g_,NaN
DM_T_antigen_g_,NaN
DM_yvite_c_,NaN
DMANTIPYRINEte,NaN
DMATTx,48.3333
DMGDHm,0.66667
DMGtm,NaN
DMHPTCRNCPT2,NaN
DMHPTCRNt,NaN
DMHPTCRNte,NaN
DMNONCOACRNCPT1,NaN
DMNONCRNCPT2,NaN
DMNONCRNt,NaN
DNADtn,NaN
DNDPt10m,12
DNDPt11m,12
DNDPt12m,12
DNDPt13m,12
DNDPt14m,12
DNDPt15m,12
DNDPt16m,12
DNDPt17m,12
DNDPt18m,12
DNDPt19m,12
DNDPt1m,12
DNDPt20m,12
DNDPt21m,12
DNDPt23m,12
DNDPt24m,12
DNDPt25m,12
DNDPt28m,12
DNDPt2m,12
DNDPt30m,12
DNDPt31m,12
DNDPt32m,12
DNDPt37m,12
DNDPt38m,12
DNDPt39m,12
DNDPt3m,12
DNDPt40m,12
DNDPt41m,12
DNDPt42m,12
DNDPt43m,12
DNDPt44m,12
DNDPt45m,12
DNDPt46m,12
DNDPt47m,12
DNDPt48m,12
DNDPt49m,12
DNDPt4m,12
DNDPt50m,12
DNDPt51m,12
DNDPt52m,12
DNDPt53m,12
DNDPt54m,12
DNDPt55m,12
DNDPt56m,12
DNDPt57m,12
DNDPt58m,12
DNDPt59m,12
DNDPt5m,12
DNDPt60m,12
DNDPt61m,12
DNDPt62m,12
DNDPt63m,12
DNDPt6m,12
DNDPt7m,12
DOGULNO1,NaN
DOLGLCP_Lter,NaN
DOLGPP_Ler,NaN
DOLICHOL_Lter,NaN
DOLICHOL_Uter,NaN
DOLK_L,NaN
DOLK_U,NaN
DOLMANP_Uter,NaN
DOLPGT3_Ler,50.3333
DOLPGT3_Uer,50.3333
DOLPMT3_Uer,22
DOLPMT4_Ler,NaN
DOLPMT4_Uer,NaN
DOPABMO,43
DOPACHRMISO,1
DOPAMT,245.3334
DOPAQNISO1,NaN
DOPASFt,NaN
DOPASULT,90.3335
DOPAt4_2_r,0
DOPAtu,81.3333
DOPAVESSEC,9
DORNOp,0
DPCOAtl,NaN
DPGase,347.9999
DPGM,347.9999
DPHMBDCm,NaN
DPMVDx,43
DPPS,NaN
DRIBt,NaN
DRPA,57
DSAT,NaN
DTDPtn,NaN
DTTPtn,NaN
DUDPtn,NaN
DUMPtn,NaN
DURAD,23.6667
DURAD2,23.6667
DURIK1,497.6667
DURIK1m,42.6667
DURIt,43.3333
DURItn,NaN
DUTPDPm,85
DUTPDPn,64.3333
EAFLATOXINte,NaN
EBASTINEOHte,NaN
EBASTINEOHtr,NaN
EBASTINEte,NaN
EBASTINEtr,NaN
EBP1r,44.3333
EBP2r,44.3333
ECOAH12m,143.6666
ECOAH1m,156.3333
ECOAH1x,46.3333
ECOAH9m,143.6666
EHGLAT2m,335.3333
EHGLATm,335.3333
EICOSTETCPT1,15.9998
EICOSTETCPT2,16.6667
EICOSTETCRNt,1.6667
EICOSTETt,NaN
ELAIDCPT1,15.9998
ELAIDCPT2,16.6667
ELAIDCRNt,1.6667
ELAIDt,2.6667
ENGASE2ly,NaN
ENGASE3ly,NaN
ENGASEly,NaN
ESTRADIOLGLCt,82.3333
ESTRADIOLGLCt2,99.6667
ESTRADIOLGLCtr,NaN
ESTRADIOLt,NaN
ESTRADIOLtr,NaN
ESTRIOLGLCte,181.6667
ESTRIOLGLCtr,NaN
ESTRIOLtr,NaN
ESTRONEGLCt,167.0001
ESTRONEGLCtr,NaN
ESTRONESt,130.3333
ESTRONESt2,0
ESTRONEtr,NaN
ESTSULT,46.6668
ETF,27.3334
ETFQO,11.3333
ETHAK,205.9999
ETHP,6.6667
ETOHMO,6.6667
ETOHtx,NaN
EX_10fthf[e],NaN
EX_10fthf5glu[e],NaN
EX_10fthf6glu[e],NaN
EX_10fthf7glu[e],NaN
EX_11_cis_retfa[e],NaN
EX_13_cis_retnglc[e],NaN
EX_1glyc_hs[e],NaN
EX_2425dhvitd2[e],NaN
EX_2425dhvitd3[e],NaN
EX_24nph[e],NaN
EX_25hvitd2[e],NaN
EX_25hvitd3[e],NaN
EX_2hb[e],NaN
EX_2mcit[e],NaN
EX_34dhoxpeg[e],NaN
EX_34dhphe[e],NaN
EX_35cgmp[e],NaN
EX_3aib[e],NaN
EX_3aib_D[e],NaN
EX_3mlda[e],NaN
EX_4hdebrisoquine[e],NaN
EX_4hphac[e],NaN
EX_4mptnl[e],NaN
EX_4mtolbutamide[e],NaN
EX_4nph[e],NaN
EX_4nphsf[e],NaN
EX_4pyrdx[e],NaN
EX_5adtststerone[e],NaN
EX_5adtststeroneglc[e],NaN
EX_5adtststerones[e],NaN
EX_5dhf[e],NaN
EX_5fthf[e],NaN
EX_5homeprazole[e],NaN
EX_5htrp[e],NaN
EX_5mthf[e],NaN
EX_5thf[e],NaN
EX_6dhf[e],NaN
EX_6htststerone[e],NaN
EX_6thf[e],NaN
EX_7dhf[e],NaN
EX_7thf[e],NaN
EX_9_cis_retfa[e],NaN
EX_abt[e],NaN
EX_acetone[e],NaN
EX_acgalfucgalacgalfuc12gal14acglcgalgluside_hs[e],NaN
EX_acgalfucgalacgalfucgalacglcgal14acglcgalgluside_hs[e],NaN
EX_ach[e],NaN
EX_acn13acngalgbside_hs[e],NaN
EX_acn23acngalgbside_hs[e],NaN
EX_acnacngal14acglcgalgluside_hs[e],NaN
EX_acnacngalgbside_hs[e],NaN
EX_acngalacglcgal14acglcgalgluside_hs[e],NaN
EX_adp[e],NaN
EX_adprbp[e],NaN
EX_adrn[e],NaN
EX_adrnl[e],NaN
EX_aflatoxin[e],NaN
EX_ahandrostanglc[e],NaN
EX_ak2lgchol_hs[e],NaN
EX_ala_B[e],NaN
EX_ala_D[e],NaN
EX_aldstrn[e],NaN
EX_amp[e],NaN
EX_andrstrn[e],NaN
EX_andrstrnglc[e],NaN
EX_antipyrene[e],NaN
EX_apnnox[e],NaN
EX_appnn[e],NaN
EX_aprgstrn[e],NaN
EX_aqcobal[e],NaN
EX_arach[e],NaN
EX_arachd[e],NaN
EX_ascb_L[e],NaN
EX_asp_D[e],NaN
EX_atp[e],NaN
EX_avite1[e],NaN
EX_avite2[e],NaN
EX_bhb[e],NaN
EX_bildglcur[e],NaN
EX_bilglcur[e],NaN
EX_bilirub[e],NaN
EX_biocyt[e],NaN
EX_bvite[e],NaN
EX_camp[e],NaN
EX_caro[e],NaN
EX_carveol[e],NaN
EX_chol[e],NaN
EX_cholate[e],NaN
EX_chsterol[e],NaN
EX_chtn[e],NaN
EX_clpnd[e],NaN
EX_cmp[e],NaN
EX_co[e],NaN
EX_coumarin[e],NaN
EX_creat[e],NaN
EX_crmp_hs[e],NaN
EX_crn[e],NaN
EX_crtsl[e],NaN
EX_crtstrn[e],NaN
EX_crvnc[e],NaN
EX_cspg_a[e],NaN
EX_cspg_b[e],NaN
EX_cspg_c[e],NaN
EX_cspg_d[e],NaN
EX_cspg_e[e],NaN
EX_cyan[e],NaN
EX_dag_hs[e],NaN
EX_dcsptn1[e],NaN
EX_debrisoquine[e],NaN
EX_dgchol[e],NaN
EX_dhdascb[e],NaN
EX_dheas[e],NaN
EX_dhf[e],NaN
EX_digalsgalside_hs[e],NaN
EX_dlnlcg[e],NaN
EX_dmantipyrine[e],NaN
EX_dmhptcrn[e],NaN
EX_dopa[e],NaN
EX_dopasf[e],NaN
EX_eaflatoxin[e],NaN
EX_ebastine[e],NaN
EX_ebastineoh[e],NaN
EX_eicostet[e],NaN
EX_elaid[e],NaN
EX_estradiol[e],NaN
EX_estradiolglc[e],NaN
EX_estriolglc[e],NaN
EX_estroneglc[e],NaN
EX_estrones[e],NaN
EX_fuc13galacglcgal14acglcgalgluside_hs[e],NaN
EX_fuc14galacglcgalgluside_hs[e],NaN
EX_fucacgalfucgalacglcgalgluside_hs[e],NaN
EX_fucacngal14acglcgalgluside_hs[e],NaN
EX_fucacngalacglcgalgluside_hs[e],NaN
EX_fucfuc12gal14acglcgalgluside_hs[e],NaN
EX_fucfuc132galacglcgal14acglcgalgluside_hs[e],NaN
